id,document,label
1324,재밌게 잘 보았습니다,1
1325,"너무나 만족하고, 재밌습니다.",1
1326,넘 좋아요~~,1
1327,인생소설을 만난느낌이에요 주위에 추천도 많이해주고 두고두고 다시 읽을거에요,1
1328,감동적인 내용과 몰입도가 강한 스토리 때문에 오래 기억에 남는 책이었는데 리커버되서 나오니 정말 좋네요~,1
1329,정말 정말 재미있어요 :),1
1331,너무너무 재밌어요! 명작,1
1332,따뜻해지고 싶을 때.,1
1333,"어느정도 재미있긴한데, 좀 작위적인듯",1
1335,어렵지 않은 주제. 술술 잘 읽히며 많은 생각을 하게되는 책입니다,1
1336,양장이라 튼튼하네요~^^,1
1340,너무나 만족합니다. 재미있습니다.,1
1341,역시..나미야 입니다.,1
1342,재밌었어요 시간가는줄모르고 쭉 읽었어요 제가 감성적인건지 중간중간 편지내용에서 울컥울컥했네요ㅠ,1
1344,좋아요 ㅎ,1
1345,왜 베스트셀러인지 알게 해준 책 입니다. 히가시노게이고 라는 작가를 이 책을 통해 알게 되었지만 시작은 가면산장으로 했는데 가면산장과는 다르게 따뜻한 이야기네요. 마음이 훈훈해지는 책 이예요.,1
1349,술술 잘 읽혀서 너무 좋은 책인 것 같습니다!,1
1350,따뜻하다,1
1351,역시..나미야 입니다.,1
1352,재밌었어요 시간가는줄모르고 쭉 읽었어요 제가 감성적인건지 중간중간 편지내용에서 울컥울컥했네요ㅠ,1
1354,추천받았는데 재미있어요,1
1356,다음편 이야기가 계속 궁금해지는 전개라 글읽기가 즐거웠습니다.,1
1358,하루만에 읽었어요!^^,1
1359,대박,1
1360,재밌게 읽었네요..,1
1362,진짜너무재밌었어요 영화화가됐다는건 오래전같은데 과연 영화가 이책의감동을 그대로옮겼을지 확인해보려합니다,1
1363,금방 읽혀요~~,1
1364,모든 이야기가 하나로 이어지네요,1
1365,"<나미야 잡화점의 기적> 을 읽으면서 제일 좋았던 점은 쉽게 잘 읽혔다. 그 이유는 책에서의 내용이 따분한 스토리로 진행되지 않고, 또 흔하게 생각할 수 없는 도둑 3인방이 고민을 해결해주는 편지를 쓰는걸보며 가슴 한 켠이 참 따뜻했던 책이었다. 정말 좋아하는 책은 두 번이고 세 번이고 그 이상을 다시 읽고 정독하는데 이 책은 그런 가치가 충분히 있는 책이어서 또 읽을 예정이다.",1
1366,조금씩 읽으려던게 다 읽게되네요^^,1
1367,정말 오랜만에 만난 손에서 놓기 아쉬운 책. 단순하지만 묵직한 몇 문장 덕에 가만히 앉아 음미하면서 책을 읽었다. 주변 사람들에게 꼭 읽어보라고 추천해주고픈 책이다.,1
1369,참으로 신선하고 내용이 잘 이어지는 내용입니다. 스트레스가 많아 해소할목적으로 독서를 시작했는데 마음에 드네요!,1
1371,너무좋아요~~,1
1372,희망을 가지게 됩니다,1
1373,재밌어요,1
1375,소음 돋는 짜임새,1
1376,가볍게 읽기 위해 시작했다. 가볍고 재밌지만 그렇지만도 않다. 오래 기억될 작품.,1
1377,너무너무 유명한 책,1
1378,마음이 착해지는 책이네요 누군가에게 위로가 되는 사람이 되고 싶어요,1
1379,두꺼운 두께에 비해 술술 읽히고 마음이 따뜻해지는 이야기들이 모여있네요.,1
1380,너무좋아요~,1
1382,진짜 재미있고 눈물도 흘리게 해주는 책.. 각 장마다 많은 것들을 생각나게 해주는 책이다,1
1383,머릿속에 이미지가펼쳐진다,1
1384,나미야 잡화점을 상상하면서 몰입해서 순식간에 읽었네요 아주 재밌게 읽었어요 연결고리가 재밌어요,1
1385,읽는내내 너무 좋았어요ㅎㅎ 역시 믿고보는 작가에요,1
1387,"오랫만에 술술 읽혀지는 책을 읽었습니다. 나의 일기장과 주고받은 편지들을 한데모아 읽으며 옛기억들속에 그들과와 그녀들, 그곳들, 그때의 순간과 감정들을 회상을 넘어 다시한번 짜맞추어보는 그런 기분과 속도로 책을 읽어나갔습니다. 기발한 아이디어로 작은 사건과 사건, 사람과 사람, 시간과 시간, 결국 과거와 미래를 연결해 가면서 그 가운데 숨은 감동의 여운을 계속 놓치지 않는 것이 참 좋았습니다. 마치 그런 타임리스 잡화점이 있었으면 하는 허황된 바람도 가져봅니다.",1
1388,재미있어요,1
1389,ㄷㄷ,1
1390,시간은 좀 걸렸지만 기발하고 독특한 주제의 이야기 잘 읽었습니다^^,1
1391,굿굿 좋아용!!,1
1392,너무 재미있었던 책이에요! 넘 좋아요!,1
1393,"역시.히가시노게이고, 너무좋아하는작가인데. 평소쓰는추리소설이아니라.내용이따뜻하고좋네요.",1
1394,책을 좋아하지 않지만 시간 가는 줄 모르고 읽었어요!,1
1396,고민들어주는 도둑들 얘기래서 봤는데 그 이상의 것을 가져갑니다.,1
1397,그저 대박..술술 읽혀요ㅎㅎ,1
1398,오랜만에 잡고 읽었네요,1
1399,내 인생 최고의 책.,1
1400,구ㅡㄷ,1
1401,정말재미있어요,1
1402,재밌어요,1
1403,재밌어옷,1
1405,인생작,1
1406,명작입니다 읽어보세요,1
1407,오랜만에 재미있는 책을 만나 반가웠고 아껴 읽느라 힘들었어요~,1
1408,재미있어요,1
1409,재미있어요,1
1410,재미있는 이야기 가슴따듯한 이야기,1
1412,한번 시작하면 멈출수없어요 이틀만에 정독! 감동과 흥미진진함을 동시에 느낄 수 있는 여운이 깊이 남는 소설이었습니다 히가시노 게이고 짱!,1
1413,마음 따뜻해지는 글들이었어요.,1
1414,잃어버렸던 꿈과 희망을 되살려 준 책입니다. 나중에 한번 더 읽어봐야겠습니다. 일독을 권합니다,1
1416,친구의 추천으로 읽은 책. 한번에 완독하지 못해 가끔 인물들이 헷갈리지만 그건 저만의 문제이고 책은 너무나 좋습니다 ㅎㅎㅎㅎ,1
1417,너무 재미있게 잘 읽었어요,1
1418,모처럼 정신없이 페이지를 넘겼습니다. 감사합니다.,1
1419,"어떻게 이런 생각을 할 수 있는지, 역시 히가시노게이고",1
1420,책 다읽으면 영화도 볼생각이에요~,1
1421,우어아아아아닫,1
1423,술술 잘읽히고 감동적입니다,1
1426,잘읽혀져서 좋았어요,1
1428,영화로 나온다고 해서 먼저 책으로 읽어봤는데 가슴 훈훈한 내용이네요^^ 잘 읽었습니다.,1
1429,너무 재밌게 잘읽었습니다~!,1
1430,좋아요,1
1431,숨도 안쉬고 읽었어요,1
1432,좋아요,1
1436,흥미진진한 이야기속에 감동이 살아있어요~,1
1437,한장 한장 넘기는 재미가 쏠쏠하다. 웃음을 머금고 보게되는 소설이다.,1
1438,너무 잼있어요,1
1439,인물관계 복잡해서 읽긴 힘들어도 읽고나면 뒷통수 때림,1
1440,재밌게 잘 읽었어요^^,1
1441,숨도 안쉬고 읽었어요,1
1442,좋아요,1
1444,진짜 추천요 시간가는 줄 모르고 읽었네요,1
1445,진짜 추천요 시간가는 줄 모르고 읽었네요,1
1446,마음이 따뜻해지는 책 빨리 읽혀요,1
1447,선물했는데 재밌대요,1
1448,오랫만에 감성을 느껴봅니다 나에게도 이런 감성이 있었나!,1
1451,"주변에서 추천받았는데, 책 값이 아깝지 않을만큼 소설이 주는 의미를 체감할 수 있어요.",1
1452,재밌어요,1
1454,너무재밌어요,1
1455,"역시 굉장히 유명한 책 답게 재미있네요~
시간가는줄 모르고 읽었어요",1
1456,처음에 기발했던 소재가 나중가면 질린달까...처음소재 그대로 끝까지 끌고가는 소설..,1
1457,꼭 읽어봐야될 책!! 완전 추천합니다,1
1458,잊고있었던 감성이 살아나는 느낌이네요!,1
1459,재미있어요,1
1460,감동적인 이야기,1
1461,동료가 너무 너무 재미있다하여 구매했습니다. 정말 감동스럽고 재미있네요. 추천합니다 ㅋ,1
1462,각자 얽힌 인연들도 신기하고 편안해지고 실제로도 존재하였으면 하는 그런 책입니다!,1
1463,히가시노 게이고 나미야잡화점의 기적,1
1465,읽으면 읽을수록 마음이 따뜻해지는 책,1
1466,재미있어요 술술잘넘어가는 그런책 뒷내용이 궁금한 그런책,1
1467,내용이 따뜻하고 좋네요,1
1471,너무 재미있습니다.,1
1472,편안하게 읽혀집니다,1
1475,흥미롭고 재밌어요.,1
1476,재미있어요,1
1479,읽기 시작한 자리에서 끝까지 다 읽은 오랜만의 책. 마음 따뜻해지는 하룻밤의 기적같은 이야기,1
1480,가슴따뜻한 책 사람의 연은 늘 보이지않게 또는 보이게 연결이 되어있다,1
1481,너무나 깊이있게 감사한 책이였어요:),1
1483,구욷!,1
1485,재밌어요,1
1486,재미있네요. 추천합니다.,1
1496,존경하는 사람에게 추천받아 읽기되었습니다. 너무나 감동적이기도 하고 여러가지 인과관계에 대해 생각해보게 되는 소중한 책이었어요. 감정이 피폐해지고 마음에 여유가 부족한 사람에게 추천하고 싶습니다.,1
1497,잘읽혀요,1
1500,영화로 봤는데 재미있었어요 내용도 특이했구요,1
1501,처음에는 단편소설인가 생각을 했는데 모든 이야기가 잘 연결이 되어 있었습니다. 재밌게 읽었습니다,1
1502,재미있게 읽어서 선물하려고 또 구입했어요.,1
1504,"손에서 놓기 싫을 정도로 한번에 읽고 싶었던 책이에요, 스토리에 감탄했기 정말 재밌게 잘 읽었어요",1
1505,감동의 쓰나미,1
1506,잘읽을게요,1
1507,감동적입니다,1
1509,너무 너무 좋아요,1
1510,책 보는것이 즐거워요 ㅎㅎ,1
1512,마음이 따뜻해지는 이야기,1
1513,너무좋아요,1
1514,너무좋아요,1
1517,은근히 인생에 대해 돌아보게 되는 책,1
1518,인생의 선택이 중요할때가 있다,1
1519,재밌습니다.,1
1520,82년생으로 공감형성되요,1
1521,재미있어요~~,1
1523,빠져들어가는 책이네요~~(:,1
1524,재밋어요,1
1525,삶의 새로운 방향성을 제시해주는 소설. 우리가 가지고 있는 고민을 함께 고민해 볼 필요가 있다.,1
1526,너무 재밌네요,1
1527,소재가 참신하고 스토리에 모든 부분이 엮어있어 기발했다,1
1528,기대를 져버리지 않는 작품이에요. 도서관에서 빌려서 읽고 너무 마음에 들어 직접 구매하였습니다.,1
1529,유명해서 읽어보려고 구입했어요.,1
1531,"내가 고민하던 내용이 책 속의 인물의 고민과 같아, 나 또한 나미야 잡화점에서 고민을 상담받은 것 같은 기분이 들었다. 추천해준 친구에게 고맙다.",1
1532,하루만에 배송이오네요 정말 잘볼게요,1
1533,하루만에 배송이오네요 정말 잘볼게요,1
1535,또다시 읽고 싶은책,1
1539,책 엄청 느리게 읽는데 너무 재밌어서 두꺼운거 치고는 빨리 읽었어요. 왜 유명한지를 느낄수 있는 정말 재미있는 소설이었습니다. 소설책을 잘 읽는 편은 아닌데 소설의 매력에 빠지게 해준 책입니다.,1
1540,사람의 내면을 알아볼수 있는 좋은책!,1
1541,재밌어요,1
1542,재미있다. 단숨에 다 읽게된다. 따뜻한 내용과 함께 백지 편지를 생각하게 된다.,1
1545,재밌어요!,1
1546,짜맞춰가는 재미가있음,1
1548,술술읽혀요,0
1549,편하게 읽히면서도 가볍지 않은.. 서로 얽히는 이야기들이 기발하고 재밌습니다.,1
1550,휴일동안 읽으려구매했음~,0
1552,"책에서 눈을 땔수가 없었어요~ 재미와 감동 , 둘다 최고였던책이었어요 ~~!!! 굿 !",1
1553,그냥 밋밋하게 읽혀요,0
1554,따뜻하다,1
1555,잘 읽혀요~ 어딘가에 나미야 잡화점이 정말 있었으면...,1
1557,잘읽혀요 정독중,1
1558,최고에요,1
1559,기적은 있다 과연 그럴까!~,1
1560,영화를 먼저 보고 읽었습니다 다시한번 따뜻한 마음입니다,1
1561,마지막 여운이 많이 남습니다 이후 3인의 모습도 궁금해지네요,1
1563,아이가 읽고 싶어해서 구매했습니다,1
1564,계속 사고싶었는데 드디어 사서읽습니다 안보신분들 꼭보세여ㅜ,1
1565,재미있어요,1
1566,추천합니다,1
1567,재밌어요,1
1568,너무재미있어서 술술읽어져요,1
1569,재밌어요,1
1571,정독해요,1
1574,히가시노게이고 책 좋아요!,1
1577,명작,1
1578,"두껍지만 술술 읽히는, 읽고싶어지는 그런책 같아요 재밋어요",1
1581,재미있고 감동적이에요,1
1582,"추리, 감동, 교훈 삼박자가 어우러진 좋은 책이었어요.",1
1584,잘읽혀요,1
1586,잔잔하게 잘 읽혀요,1
1587,재미있게 잘 읽고 있어요,1
1589,"책을 손에서 뗀지 꽤 오래 된 것 같다. 뭔가 그럴듯한 책들을 읽고 싶어서 수준에 안맞게 고른 책들은 책꽂이에 먼지만 가득 쌓여있다. 착실히 살고 싶은 마음에 선택해서 읽었던 수 많은 자기계발서는 어느새ㅣ 강박이 되어서 스스로를 옥죄이는 사슬이 된 것 같았다.ㅏ 그러다 어제 문득 책을 읽고 싶었다. 종이냄새나는 책이 그리웠지만 빨리 보고 싶은 마음에, 이북으로 구매 후 봤다. 그냥 기대감없이. 그리고 그 날 밤 새벽까지 책을 읽고 있는 나를 발견했다. 읽는 동안 어떤 대목에선 눈물로 흘리고 웃기도하고 언짢기도 했다. 그리고 스스로를 생각하게 돌아봐주었다. 스스로 생각하게. 그것이 무엇보다 좋았다. 스스로 나 자신을 만나는 시간을 가지게 해주는 여운이 깊게 남는, 그리고 앞으로도 남을 책이다. 누구나 가볍게 읽을 수 있을 것 같고 받아들이는 입장에 따라 큰 교훈과 성찰을 얻을지도.. 너무 잘 읽었고 좋다. 간만에 책 읽어서 그런가 개운하다^^",1
1590,아직 안 읽어보셨어요? 얼른 읽어보세요 제발요...,1
1591,과연 베스트셀러 이다,1
1592,보고싶어요,1
1593,생각을 많이 할수도 버릴수도 있는 책입니다.,1
1594,그냥읽어 명작,1
1597,흥미진진!!! 너무 재밌는 소설!!!,1
1598,초등학생아이다 달토끼에게 편지를 씁니다. 책읽고 난후에... 재미있어요.,1
1599,너무 재밌었어요~ 영화로 나왔다기에 책으로 먼저 읽어보았어요^^,1
1600,히가시노 상상력의 한계는 어디까지일까?,1
1602,굿,1
1603,좋아요~~~,1
1604,꼭 읽으시길~ 시간가는줄모르고 읽었네요~,1
1605,"이것은 인생책입니다...
이 책을 읽는 내내 너무 감동적이였고, 인상깊어서 이 책을 읽지 않은 분들에게 추천하는 책입니다.",1
1607,이게 왜 베스트셀러,0
1608,구매해보려구요 :),1
1609,굿,1
1610,환상특급,1
1612,굿,1
1613,좋아요~~~,1
1614,감동적입니다 초등학생 6학년 딸에게 줄거리를 말해주니 읽어보려고 하네요,1
1615,잘 읽었습니다,1
1616,오랜만에 책을 집중력있게 읽은 것 같아요. 막장없이 흡입력이 있는 작품이라니 너무 반가웠습니다. 좋은 선택이었던거 같아요. 아직 못 읽은 사람들에게도 추천할 생각입니다.,1
1617,다읽은후 나의 나미야 님에게 선물했어요,1
1618,재미있게 읽으면서 감동을 주는책,1
1619,재밌어요^^,1
1620,굿,1
1621,감동적입니다,1
1622,좋아하는 히가시노 게이고 작가님의 팬으로써 추리소설을 벗어나 맘이 따뜻해지는 상상력을 자극하는 책이예요~^^,1
1623,좋아영,1
1624,재밌게 잘읽었어요!,1
1625,재밌어요,1
1626,마음이 따듯해지는 책이에요!,1
1627,"마음이 따뜻해지는 책, 추천합니다 :)",1
1630,책이 두꺼운데 잘 읽혀요~~~,0
1632,재미있게 잘 읽을게요.,1
1633,볼만합니다. 히가시노게이고의 추리소설이 좀 지겹다 느껴졌었는데 이 책 신선하네요,1
1635,참 좋은 작품이네요,1
1636,10번 읽으세요!!!!!!!,1
1637,도서관에서대여해읽었는데~두고두고읽고싶은책이라소장용으로구입했어요 다시읽어도재밌는책이에요,1
1639,내용 엄청 재밌어요! 친구한테도 빌려줬는데 너무 재밌다네요!,1
1640,재밌어요,1
1642,영화가 개봉했다는 서식에 책을 사서 읽었다.,1
1643,예전부터 살려던 책을 이제야 구입했어요 딸아이도 읽고 싶다해서 가티 읽으려고 바로 구입. 도착하자마자 읽기 시작했는데 편하게 잘 읽어질거 같아요~ 배송도 빠름 좋아요~,1
1645,재밌어요!! 시간 가는 줄 모르고 읽었어요.,1
1647,딸이 읽는다고 해서 샀는데 재밌데요,1
1651,잼,1
1658,게이고 특유의 연결고리가 있는 채,1
1659,좋아요,1
1660,최고예요 역시 수년간 베스트셀러인 이유가 있네요 ㅎㅎ,1
1661,모든이에게 필요한 잡화점,1
1662,재밌어요,1
1664,꼭 보세요.좋아요.,1
1665,책에빠져들엇었다,1
1666,따뜻한 이야기예요,1
1667,재미있네오~,1
1668,많은 생각응 하게 해주는 책입니다,1
1671,좋아요,1
1673,완전 재밌게 몰입도 100퍼에요! 내용이 어려운것도 아니고 재밌게 잘봤어요!,1
1675,군생활하면서 읽을만한 책을 찾던중 우연해 이 책을 읽어보았는데 생각보다 잘읽히고 내용도 너무 좋았습니다!,1
1676,잠깐만 봣는데 푹 빠져버렷네요,1
1677,너무나 따뜻한 이야기네요..,1
1678,마음이 힐링되네요 문제의 답이 스스로에게 있는 것을 깨닫게 해주는 것이 진정한 공감임을 알 수 있었습니다,1
1679,흥미진진 앉은자리에서 뚝! 딱!,1
1681,좋아요,1
1683,재밌어요!!! 흥미진진,1
1684,좋아요~좋아요~좋아요~좋아요~좋아요~좋아요~좋아요~좋아요~좋아요~좋아요~좋아요~좋아요~좋아요~좋아요~좋아요~좋아요~좋아요~좋아요~좋아요~좋아요~좋아요~좋아요~좋아요~좋아요~좋아요~좋아요~좋아요~좋아요~좋아요~,1
1685,재미있게 잘봤습니다 영화로도 한번 봐야겠어요 ㅎ,1
1686,가슴속에 있는 숨겨진 기적을 펼쳐봅니다.,1
1687,가슴속에 있는 숨겨진 기적을 펼쳐봅니다.,1
1689,너무 재밋게 읽었어요 정말 잘 읽힙니다,1
1691,좋아요,1
1693,재밌어요!!! 흥미진진,1
1694,용의자X의 헌신처럼 추리소설의 박진감은 떨어집니다.,1
1697,마음이 따듯해지는 책입니다. 좋은시간 주셔서 감사해요 ~,1
1698,간만에 마음이 따듯해지는 책이네요 좋은시간 감사합니다!,1
1699,내용이 훌률했어 작가분의 또다른 책들을 찾아 읽게 하네요 맘에 듭니다,1
1700,두번 읽어도 후회없을 책입니다,1
1701,나에게도 기적이...,1
1702,영화보다 더 재밌어요!!,1
1703,역시!!!,1
1705,우리애와 집사람이 너무 좋아 하네요.,1
1706,재밌게 잘봤습니다.,1
1707,좋아요,1
1708,재미와 감동을 함께 주는 책,1
1709,"영화보다 더 감동이 있습니다,.",1
1711,영화로 보기전에 읽으려고 구입하였습니다. 좋아요!,1
1712,넘 재밌게 읽었어요. 시간이 후딱 가네요. 히가시노 게이고의 자극적이지 않은 책은 읽어보고 싶어요. 연애의 행방을 구입해야겠어요. 영화도 있었다고 해서 트레일러를 봤는데 역시 책이.. 상상력에 미치지 못해 안 보길 잘했다 싶어요,1
1713,무겁지 않고 편하게 읽히네요.^^,1
1714,소재 도입이 흥미롭다,1
1716,"번역해주신 분의 글처럼 누구에게든지 추천할 수 있는 책이라 생각되어 매우 기쁘다. 마냥 감동과 재미만 있는 것도 아니고, 그렇다고 인생의 교훈이 따끔하게 있는 것도 아니다. 나미야 잡화점의 고민상담은 생각보다 별 것 아니었지만 누군가에게 말할 수 있고 그 어떤 고민을 진지하게 고민하여 어쨌든 답장을 주는 그 내용들이 모두 아름다웠다. 잡화점이 있는 마을에 며칠 지내다 온 듯한 느낌이 들었고 책을 다 읽고 난 후에는 가 본적도 없는 곳이 벌써 그립기까지 했다. 나도 잡화점의 뜻을 이어받아 답장을 쓸 수 있는 사람이 되었으면 좋겠다. 이 책은 정말로 정말로 (이렇게 책을 추천해본적은 없다)누구에게나 추천하고 싶다. 꼭 시간을 내어서라도 읽어보기를 추천한다. 정말로 값진 시간이 될 것이라 장담할 수 있다.",1
1719,고민에 대한 답은 결국 자신에게 있으므로 나를 믿는것이 중요하다는 생각이 들었습니다.,1
1723,아직 읽지는 않았지만 히가시노 게이고 작가님과 양윤옥 번역가님에 대한 궁금증을 이 책을 통해 해결할 수 있다는 점이 저에게는 소름 돋을 것만 같은 짜릿함과 함께 아직 확실하게 정하지 못한 미래에 대한 불안감을 훌륭하게 해소시켜 줄 수도 있다는 희망을 갖게 만든다.,1
1725,책 1년에 1권 읽을까 말까한 저에게 선택된 책이네요. 이틀만에 다 읽었네요. 감동적이고 재미도 있네요. 영화도 같이 봤는데 확실히 책이 더 재미있네요^^,1
1726,책 1년에 1권 읽을까 말까한 저에게 선택된 책이네요. 이틀만에 다 읽었네요. 감동적이고 재미도 있네요. 영화도 같이 봤는데 확실히 책이 더 재미있네요^^,1
1727,너무 재밋고 잘 읽혀서 좋아요,1
1732,흥미로웠어요,1
1733,잔잔한 여운을 주는 좋은 책이에요~,1
1738,"따뜻함9+추리1 ㅎㅎ
조각이 맞춰지는게 재밌네요.",1
1739,재미있어 보여샀는데 후회는 안하네요,1
1741,발상이 귀엽고 뭔가 어릴적이 많이 생각나는 책이였어요~딱히 교훈이나 남는건 없지만 술술 잘읽히고 재밌습니다 추천해용,1
1742,책 여러번 읽고 영화까지봤어요,1
1743,마음이 따뜻해지는 책이에요,1
1744,생각지도 못한 전개가 머리속을 햐얗게 만들었다,1
1750,빨리 읽어보고 싶네요!,1
1752,시간가는줄 모르고 읽었어요 읽을수록 각 내용이 연관되어 있고 그것을 짜맞춰가며 읽으니 너무 재미있었고 마음이 따뜻해지는 책이었어요,1
1753,기대되요!!,1
1754,시간가는줄 모르고읽은 소설이라 선물용으로 구입했습니다,1
1756,좋아요,1
1762,일본소설특유의정서가잔잔하게느껴지는게참좋습니다,1
1763,평소에 글책 잘 안읽었었는데 술술잘읽히고 과거와 현재오가면서 글을 읽는데 그 시간흐름이 원만하게 흘러가 너무 재밌었어요 중간중간 뜻밖이라 소름도 몇번 들었었는데 진심 너무 재밌었어용!!!!!!,1
1764,좋아요,1
1766,너무너무 재밌어서 한 번에 다읽었습니다,1
1767,좋아요,1
1768,넘 좋아요,1
1769,잔잔하게마음을일렁이게하는책이에요 읽늕내내입가에옅은미소가번집니다,1
1770,"소설 초반, 세 친구들이 나미야 잡화점에 들어가 사람들의 고민을 해결해주는 것에서 잔잔한 감동을 느낄 수 있습니다. 이야기가 고조되면서 등장 인물들 간의 관계가 촘촘히 얽혀있단걸 알게 되면서 한 사람의 행동, 실천, 의지들이 어떤 막대한 영향을 끼칠 수 있단 생각을 하며 제 자신을 돌아보게 됩니다. 편히 읽을 수 있으면서 교훈이 있는 책이었습니다.",1
1781,언제 읽어도 마음이 따뜻해지는 책입니다.,1
1787,너무 재밌었어요 책 잘 안읽는데 재밌게 잘 읽었습니다!! 두꺼워서 언제 다 읽을수 있을까 하는 걱정이 많았지만 4일정도 시간이 걸렸지만 제 기준에선 빨리 읽은책이네요. 내용도 재밌고 다음내용이 정말 궁금해서 매일 책을 펴게 만드는 책이었습니다.,1
1790,책 읽는데 집중도 잘 되고 너무 재미있어요,1
1791,언제 읽어도 마음이 따뜻해지는 책입니다.,1
1795,추리소설의 히가시노 게이고를 다시 보게된 책인 것 같아요.,1
1796,주변에서 다들 재미있다고해서 읽기 시작했는데 책장 넘기기 아까울정도로 재밋습니다,1
1798,재미있어요!,1
1799,히가시노 게이고 가장 좋아하는 작가 중 하나입니다. 워낙 유명한 제품이고 항상 침대맡에 두고 읽어요. 추천합니다.,1
1800,잔잔하다가 큰 파도가 밀려오는 짜릿함이 공존한다,1
1801,"재미있는 동화책을 읽은 느낌이예요. 어렵게 꼬인 문장이 아닌 편안하고 이해하기 쉬운 문체들, 읽고 나서는 마음 한켠에 따뜻함과 긍정의 무언가가 꿈틀거리게 하는 내용이었습니다. 작가의 의도대로 한번 읽기시작하면 끝까지 읽게 되는 힘을 가진 책이더군요.",1
1803,읽는 순간부터 손에서 못 놓고 한번에 읽게 되는 책! 정말 괜히 명작이 아닙니다,1
1805,자녀에게도 권해주고 싶어요,1
1807,사람을 이해하는 과정과 내용들이 너무 좋아요,1
1809,기대되는 책입니다.,1
1810,오랜만에 다 읽게 되는 책을 만남,1
1811,읽을수록 빠져든다,1
1812,원했던 책이었고 잘 받아서 읽고 있습니다. 감사합니다.,1
1814,읽는내내 감동입니다,1
1815,재밌어요,1
1817,기대됩니다.,1
1818,감동이있습니다 재미있고요,1
1819,재밌어요,1
1820,읽을수록 빠져드네요~,1
1821,이런 가게가 진짜 있다면 좋겠습니다~,0
1822,술술 읽혀요~,0
1823,재미있게 봤어요 추천해요,1
1824,그냥 쉽게 읽어져요~^^,1
1825,영화를 보기전에 읽어보리라는 마음으로 시작한 첫 페이지. 여느 일본 소설처럼 술술 읽혔던. 그리고 빈 페이지 대한 여운이 남았던. 나미야 잡화점의 기적,1
1826,처음읽는순간 마지막페이지까지 가게 되었다..,1
1827,선물하려고 구입했어요~ 아이가 재미있게 읽었음 좋겠어요~,1
1829,너무읽기좋아요,1
1830,전부터 사고싶었는데 드디어샀습니다,1
1832,재미있으면서도 훈훈하고 짜임새있는 스토리에 나도 모르게 쭉쭉 읽어나가게 되는거 같습니다 누구나 좋아할 만한 책!!,1
1837,사람과 사람이 서로 다른 객체가 아니라 하나의 유기적인 관계에 의해 얽힌 것이라는 걸 보여주는 따뜻한 스토리.,1
1838,히가시노게이고 책 중 가장 좋아하는 책이에요~ 빌려서 읽었지만 소장하려고 샀어요~,1
1841,"누군가의 슬픔, 기쁨을 공유하고 싶다.",1
1844,제가 책을 좋아하는편은 아닌데 재미있어요ㅕ~~,1
1845,감동.. 무한한 미래의 가능성,1
1846,재미있어요,1
1847,너무좋아요,1
1848,생각치 못한 반전이 감동적이었습니다.,1
1849,잘 읽힙니다!,1
1850,정말 재밌어요~~,1
1851,너무좋아요,1
1854,"친구의 추천으로 읽어 보게 되었어요. 정말 술술 읽혀 나가고, 다 읽고 나니 처음에 보이지 않았던 큰 그림이 보이면서 깜짝 놀랐어요.",1
1857,그동안 읽고 싶었던 책중의 하나에요. 오늘부터 시작..,1
1860,책을 읽으면서 처음으로 감동의 눈물을 흘렸습니다. 읽어나가면서 하나하나 퍼즐의 조각이 맞춰지는 것에 소름이 끼쳤고요. 감사합니다.,1
1863,상대방의 결정에 용기를 복돋아주는 좋은 말로 응원해줄 것인지 조금은 냉정하다 싶을 정도로 아닌 것은 아니라고 말해줄지 고민해 보았다. 그리고 과연 내 반응이 상대방의 결정에 어느정도 유효할까?라는 질문도 생겼다. 어쩌면 답은 정해져 있을지도 모르겠다.,1
1864,한번 시작하면 책을 놓을수없어요,1
1865,예전부터 읽고싶었던 책이라 구매했어요,1
1867,일단 평점이 좋아서 구매했습니다 아직 읽어보지는 않았지만 기대되는 책 입니다,1
1872,예전에 도서관에서 빌려 읽지 못하고 반납했었는데 다시 구매해서 읽으니 좋습니다. 이번에 개봉하는 영화로 다시 만나고 싶네요,1
1873,정독해요.,1
1874,반전에 반전을 거듭하네요. 재미있게 읽었습니다.,1
1875,감동적이에요,1
1876,재미나요,1
1877,좋아요,1
1879,보고싶어요,1
1881,감동그자체입니다,1
1882,영화보다 백배 재미있어요.,1
1883,감동적이고 너무 재밋어요,1
1884,소소하고 부담없고 잔잔해요,1
1885,"영화로도, 책으로도 만나도 좋은 이야기.",1
1887,영화는 또 어떨지 궁금합니다.,1
1888,"피냄새 폴폴 나는 범죄 현장이 등장하지 않아도 잘 읽히고 기발한 내용이다
게이고의 추리 소설은 작품성?의 고저가 다른 작가 보다 심한편인데 이 작품은 한마디로 좋다",1
1890,택배를 받고 확인해보니 콕 찍혀있네요. 일부러 중고말고 새책으로 구매했는데 이렇게 오니 기분이 좀 그렇네요..,0
1893,좋아요,1
1894,책이술술넘어갑니다,1
1895,기발하고 따뜻하네요,1
1896,이 책을 읽으면서 계속 든 생각은 '이 작가는 천재다' 이다. 뒤틀린 시공간 속에서 네 명의 잡화점 할아버지(?)가 주는 감동의 이야기!,1
1897,읽는내내마음이따뜻했어요!,1
1898,책을 읽어야는데 수집을 합니다 오늘 받은 따뜻한 책 좋아요,1
