id	document	label
363	이모가 추천해주신 책이라서 엄마 선물로 사드렸는데 무척 좋아하시네요 책 두께가 있는지라 책이 망가지지않게 효과적인 포장 너무 감동이네요 잘 읽겠습니다 책 안에 싸인도 너무 멋져요!!! 항상 빠른 배송 감사합니다^^!	1
364	잘 읽어보고 소중히 간직하겠읍니다	1
365	필독서��	1
366	너무좋아요	1
367	책 새로 내주세요. 기다립니다	1
368	재밌을 것 같아서 구매	1
369	유발 하라리의 합리적 고찰. 역사의 섬세한 결이 느껴지는 책입니다.	1
370	글씨체가 너무 작지않아서 좋습니다	1
371	배송이 빨라서 좋았어요. 어렵지만 천천히 읽어보려구욤	0
372	아직못읽어보고있는데 기대됩니다.	1
373	항상 내가 생각했던 실제의 실제와 가상의 실제의 차이를 명확하게 알려준 책 . 이책을 지금 읽은게 너무 기쁘다. 내용이 굉장히 알차다.	1
374	강의듣고 구매해서 읽고있어요	1
375	안전하게 배송됬습니다	1
376	근래 읽은 책 중에 제일 재밌었어요!	1
377	우리는 어쩌면 아직도 사피엔스일지도 모른다.	1
378	새로워서좋아요	1
379	희대의 역작입니다. 인류를 고찰할 수 있었던 좋은 시간이었습니다.	1
380	꼭 읽어야 책.	1
381	좋습니다. 좋습니다	1
382	평소 읽어보고 싶었던 책인데 할인가격으로 구매해서 만족 스럽습니다.	1
383	한 번 쯤 읽어볼 만한 책	1
384	다 읽고 나니 호모 사피엔스로서 자랑스럽고도 죄스러운 모순적인 감정들이 치솟네요. 개인적으로 인간은 이데올로기의 숙주일 뿐이라는 말이 기억에 남습니다. 과연 다가올 새로운 세기의 사피엔스들의 삶은 어떠한 모습일지 궁금해져요. 부디 이성적으로 올바른 선택들을 이어가 개개인의 행복(인간뿐 아니라 많은 생물들의)이 높아지는 사회를 이룩할 수 있기를 바랍니다.	1
385	통상적 주제이지만 관점과 질문이 다르다	1
386	역시 읽어보면 좋은 책입니다.	1
387	인류의 흐름을 다시금 알 수 있었다	1
388	사피엔스에게 일어났던 여러 혁명을 통해 사피엔스라는 종에 대한 깊은 고찰을 하고 있다.	1
389	알고 있는 것과 알아 가는 것 사이의 불편한 동거.	1
390	어려워요	0
391	다양한 시각을 길러줄 수 있는 좋은 책! 읽기쉽도록 쓰였으며 내용또한 매우 흥미로웠습니다. 다음에는 총균쇠를 읽어보고 싶어지네요!	1
392	좋아요~~~	1
393	생각보다 술술 잘 읽혀요	1
394	유발 하라리의 뛰어난 통찰력을 배울 수 있었습니다.	1
395	좋아요.	1
396	최고에요	1
397	읽기시작한 것은 한참되었는데 도서관에서 빌려서 읽다가 맥이 끊겨서 다시 구매했네요ㅎㅎ 꽤 두껍지만 은근 흥미롭고 추천합니다	1
398	필독!! 코로나때 정독하면 좋은책	1
399	아직 읽는중이지만 읽어가며 새로운 지식이 점점 쌓이는거 같어요!	0
400	좋아요.	1
401	최고에요	1
402	읽기시작한 것은 한참되었는데 도서관에서 빌려서 읽다가 맥이 끊겨서 다시 구매했네요ㅎㅎ 꽤 두껍지만 은근 흥미롭고 추천합니다	1
403	필독!! 코로나때 정독하면 좋은책	1
404	아직 읽는중이지만 읽어가며 새로운 지식이 점점 쌓이는거 같어요!	0
405	어떻게 이러한 관점으로 접근할 수 있는지 읽는 내내 감탄하게 됩니다. 잘 읽히고 재밌습니다	1
406	추천합니다.	1
407	좋아요	1
408	사피엔스로 살아가면서 알아야 할 것들.	1
409	좋아요.	1
410	저한테는 어려운 책이지만 읽어 두면 좋을거 같아 시간 되는대로 한 번 더 읽어 봐야 겠어요 전체적으로 유익한 책입니다	0
411	좋아요	1
412	모두읽어보면 좋을거같아요	1
413	생각보다 잘 읽히네요.	1
414	책읽어드립니다보고 직접 읽어보고싶어서 구매했어요. 재밌네요	1
415	좋아요	1
416	새로운 시각이 재미있어요! 항상 교보문고에서 사고 배송받는데 너무 깔끔해서 좋네요	1
417	"아직 초반 도입부를 읽고 있기 때문에	 전체의 내용은 잘 모르겠음. 단지 저자가 말하고자 하는 내용을 100% 받아들이기보다는 나의 생각과 비교해 보면서 읽고자 함"	1
418	지루하지 않은 역사서. 베스트셀러의 가치가 있다.	1
419	지루하지 않은 역사서로 적극 추천	1
420	좋아요~~	1
421	인류가 지구에 미친영향을 알게되어 좋다	0
422	좋아요~~^^	1
423	잘 읽겠습니다	1
424	좋아요!!	1
425	어렵지만 꼼꼼히 읽어보려고요~^^	0
426	조금 어렵지만 내용에 빠져들게 됩니다 흥미진진한 소설보다 끊기힘든 매력이 있네요	1
427	From one sapiens to another!!	1
428	프로그램보고 영업당햐서 샀는데 재밌네요 ㅋㅋ	1
429	역시 읽어보길 잘했네요. 비록 읽는데 시간은 꽤 걸렸지만 뿌듯합니다	0
430	인류의 발상과 역사에 대해 유용한 것을 많이 알게 되었습니다.	1
431	최고입니다	1
432	어떤 새로운 시각을 줄지 기대가 된다.!!!	1
433	반전이 있는 내용이라고할까요ㅋ제가 알고있는걸 뒤집네요	1
434	통찰력에 박수를	1
435	인류 역사에 대한 통찰력이 돋보이는 명작입니다.	1
436	조카에게 선물했어요.	0
437	"인간이 어떻게 인간다워졌는가	 동물을 학대하면서도 그런지 조차 모르는 인간의 모습을 느낄 수 있어 마음이 무거워지기도 하는 ... 아주 재밌고 어려울 수 있는 내용을 쉽게 잘 써내려가는 유발 하라리의 놀라운 능력^^"	1
438	생각보다 잘 읽혔어요.	1
439	잘읽겠습니다	1
440	꼭 읽어보세요.	1
441	좋습니다	1
442	새로운 관점에서 우리의 인류사에대해 생각하게해주는 책	1
443	기발합니다. 읽을수록 이렇게 생각할 수 있구나...하는 생각이 드네요.	1
444	생각을 많이 하면서 봐야하는 책이네요~	1
445	여기저기서 추천을 많이 해주셔서 구입했습니다. 천천히 아이들과 함께 읽어보려합니다.	1
446	저한테 많이 어렵고 정독해보려고 노력중입니다	0
447	어려울줄 알았는데 잘 읽히는 재밌는책	1
448	재미나요 두껍네요...ㅋ	1
449	"아직 읽지는 않았지만	 뇌과학 책을 읽고 너무 궁금해서 이 책을 구매했습니다. 그럼에도 불구하고 책장에서 저를 기다린다고 생각하니	 현재가 정말 행복합니다."	1
450	여기저기서 추천을 많이 해주셔서 구입했습니다. 천천히 아이들과 함께 읽어보려합니다.	1
451	저한테 많이 어렵고 정독해보려고 노력중입니다	0
452	어려울줄 알았는데 잘 읽히는 재밌는책	1
453	재미나요 두껍네요...ㅋ	1
454	"아직 읽지는 않았지만	 뇌과학 책을 읽고 너무 궁금해서 이 책을 구매했습니다. 그럼에도 불구하고 책장에서 저를 기다린다고 생각하니	 현재가 정말 행복합니다."	1
455	인류에 대한 접근이 매우 쉽게 읽히네요	1
456	재미있을것 같아서 구매했어요~ 잘 읽겠습니다~	1
457	진화론을 새로운 관점에서 볼 수 있는 좋은 기회가 되었습니다.	1
458	유튜브보고 구매했는데 기대되네요	1
459	굳굳굳	1
460	유연한 지식의 흐름	1
461	초반 완전 흥미진지~~ 엄청 잘 읽혀요~	1
462	잘 읽을게요!!	0
463	생각의 전환	1
464	빠른 배송 감사합니다	1
465	새로운 지적재산을 얻는 시간	1
466	흥미로운주제 계속 기대하며 읽고있어요~!	0
467	열심히 읽을께요^^	1
468	유용하면서도 재밌고 무척 두꺼움에도 불구하고 술술 잘 읽힌다	1
469	생각의 전환점인 책...작가분이 천재인듯...	1
470	좋은책입니다.	1
471	기대되요^^	1
472	인류학을 통해 오늘날의 현실을 알아보는 아주 획기적인 책이었다	1
473	정보가 많아요 ㅎㅎ	1
474	좋습니다	0
475	인간에 대해 몰랐던 부분을 알 수 있어 좋았어요. 재미있습니다.	1
476	이책 대신 총균쇠.....	0
477	"상상의 것을 만들어 믿을 수 있는 독특한 능력으로 세상을 지배하게 된 인류	 호모사피엔스가 만들어낸 종교	 민족	 국가	 화폐	 이데올로기	 그리고 현생의 인간세상 모습 그 자체에 작가의 대담한 질문과 해석이 인상 깊었습니다."	1
478	정독하겠습니다.	1
479	재미있고 유익합니다	1
480	유발 하라리의 학문을 뛰어넘는 지식에 놀람	0
481	일개 생물 종의 하나일 뿐인 '호모 사피엔스' 에 대한 고찰	1
482	학교에서 읽기를 추천해주는 목록에 있어서 구매합니다.	1
483	"아직 차근차근 읽어가고 있는 책이다. 최근 한 프로그램을 통하여 접하게 되었는데	 전반적으로 인간에 대해 나에 대해 생각해볼 수 있게 해주는 책인 거 같다."	0
484	핫해서 읽어봤는데 앞부분만 흥미롭고 뒤로 갈수록 지루한감이..	0
485	딸 아이와 같이 즐겁게 읽고 있어요.	1
486	너무 재미있게 잘 읽었어요. 추천합니다	1
487	뭔가 한 단계 업그레이드되는 느낌...	1
488	인류 문명을 해석하는 방법이 남달라서 좋았다.	1
489	기발하네요	1
490	"사피엔스 기원부터 발달한 역사	 발자취에 대해
그리고 앞으로 미래에 대한 고찰로 가득한 책"	1
491	전자책으로 읽고 소장용으로 구매했어요	1
492	새로순 시각을 갖게 하네요	1
493	인류역사라는 흥미로운 주제를 다루고 있습니다.	1
494	"많은 쪽수와 많은 기본 지식을 필요로 하지만 기본이 지식이 없는데로 또 그만큼 이해가 되는 책입니다. 생각해 보지 못한 인간의 역사들	 새로운 시각들	 고민들 좋았습니다. 다시 한번 읽어 봐야겠습니다."	1
495	읽는데 시간은 조금 오래걸리지만 읽어볼만해요^^	1
496	지구의 역사속에 아주 작은 부분을 차지한 인류의 성장은 과연 올바른 방향으로 가고 있는가? 하는 의문이 든다. 역사라는 것은 승자의 입장에서 쓰이기에 우리 인류는 위대하다고 볼수 있을지는 모르지만 우리가 과거부터 현재까지 지구 아니 우주라는 긴 소간속에 과연 기여한 것이 무엇인가 회고해 보는 계기가 되었다. 그리고 우리 인류가 앞으로 해야할 것이 무엇인가 고민거리를 주는거 같다.	1
497	재밌어요	1
498	현대인이라면 무조건 읽어보는 게 좋은 책	1
499	전체적인 인류역사의 흐름에 대해 읽어볼수있으며 생각하지 못했던 인류발전의 이면과 희생에 대해서 기술한 책! 생각의 관점에 변화를 준 책입니다!	1
500	읽는데 시간은 조금 오래걸리지만 읽어볼만해요^^	1
501	지구의 역사속에 아주 작은 부분을 차지한 인류의 성장은 과연 올바른 방향으로 가고 있는가? 하는 의문이 든다. 역사라는 것은 승자의 입장에서 쓰이기에 우리 인류는 위대하다고 볼수 있을지는 모르지만 우리가 과거부터 현재까지 지구 아니 우주라는 긴 소간속에 과연 기여한 것이 무엇인가 회고해 보는 계기가 되었다. 그리고 우리 인류가 앞으로 해야할 것이 무엇인가 고민거리를 주는거 같다.	1
502	재밌어요	1
503	현대인이라면 무조건 읽어보는 게 좋은 책	1
504	전체적인 인류역사의 흐름에 대해 읽어볼수있으며 생각하지 못했던 인류발전의 이면과 희생에 대해서 기술한 책! 생각의 관점에 변화를 준 책입니다!	1
505	시대의필독서이다	1
506	너무나 좋은책	1
507	"인류사에 대해 흥미는 있는데 어떻게 접근해야하는지 몰랐습니다. 찾다보면 너무 전문적인 지식	 학문적 느낌이 강해서 어려웠어요. 근데 이 책은 접근하기 쉽습니다. 읽으면서 흐름이 이해되고 흥미로워요. 저와 비슷한 이유로 이 책에 대해 알게 되셨다면 이 책 구입해서 읽어보시는 것 추천합니다!"	1
508	평소에 즐겨 있던 책의 스타일이 아니라 책을 읽는 진도가 좀 더디고 어렵지만... 생각할 여지를 주는 책입니다.	1
509	평소에 즐겨 있던 책의 스타일이 아니라 책을 읽는 진도가 좀 더디고 어렵지만... 생각할 여지를 주는 책입니다.	1
510	도서관에서 맨날 대출중이여서 그냥 사버렸어요 너무 좋습니다	1
511	과거와 현재의 발자취...	1
512	재미있어요.꼭한번은 읽어보면 좋을듯합니다	1
513	신선해요. 비판적 사고를 기를 수 있을 것같아요.	1
514	잘일겅보겠습니다	1
515	잘 읽혀요 설득력있어요	0
516	도서관에서 빌려 읽다가 소장하고파서 즉시 구매했습니다. 인문학서 입문용으로도 훌륭하다고 생각합니다.	1
517	재미있어요	0
518	좋습니다	1
519	좋아요	0
520	좋아요	1
521	문장도 잘 읽히고 내용도 좋아요	1
522	도서관에서 빌려읽고 집에 두고 한두번 더 읽고 싶어 구매했습니다 *^^*	1
523	읽기 쉽진 않아요	0
524	당연하다 생각했던것에 다시 한번 생각해보게 되네요	1
525	여지껏 당연하다 생각했던 것이 다르게 느껴지네요	1
526	회사 선배가 야임마 넌 사피엔스나 읽어봤냐? 라는 말에 자극 받아 악으로 읽지만 금방 빠져들었습니다. 추천해주신 선배 감사합니다. 추천.. 아니... 자극...	1
527	좋은책입니다.	1
528	지식적 도움이 될 것 같아요	0
529	정말 명저다. 또 사서 읽어도 아깝지가 않다도	1
530	Excellent!	1
531	천천히 정독하며 읽기 좋아요	1
532	"사피엔스				사피엔스... 읽어볼께요"	0
533	읽어볼만한~~.	1
534	좋아요	1
535	기대했던 대로 만족입니다.	1
536	작가가 방대한 양의 정보를 잘 모으고 편집해서 글을 위트있게 글을 썼네요 재밌어요	1
537	두꺼워서 꺼리게 되지만 읽으면 도움이 되는 책	1
538	최고의 인문학 서적입니다	1
539	호모 사피엔스에 대한 이야기... 위트가 있는 책	1
540	과학도들의 필독서	1
541	워낙 유명한 책이라 정독해 보겠습니다.	1
542	두꺼운 책인데 아들이 정독하네요	1
543	어렵지만 완독하고픈책	0
544	유발 하라리는 인간과 그 상상력의 위험성에 대한 내부 고발자다.	1
545	제 인생 최고의 책입니다.	1
546	아주 재미있게 잘 읽히는 책이에요. 총균쇠랑 비교하는 리뷰들이 많은데 저자의 생각이 강력하게 반영되서 더욱 좋다는 평에 동의합니다.재미있어요~	1
547	티비 책을 읽읍시다 만큼 재미난것일지가 ~~ 의문..	1
548	어렵지만 다른 시각으로 볼 수 있어요	1
549	좋은책입니다.	1
550	제 인생 최고의 책입니다.	1
551	아주 재미있게 잘 읽히는 책이에요. 총균쇠랑 비교하는 리뷰들이 많은데 저자의 생각이 강력하게 반영되서 더욱 좋다는 평에 동의합니다.재미있어요~	1
552	티비 책을 읽읍시다 만큼 재미난것일지가 ~~ 의문..	1
553	어렵지만 다른 시각으로 볼 수 있어요	1
554	좋은책입니다.	1
555	잘읽히네요	1
556	다시 한번 정독해야겠어요.	1
557	"정독을 하며 곱씹으며 읽어야 하는 책	 많은 양이라 읽기 쉽지 않겠지만 생물학도였던지라 이런 관점에서 보면 또다른 재미를 느낄 수 있는 책"	1
558	이책은 tv에서 보고 구매의 용기를 얻어 읽었는데 정말 공부하면서 잘 읽엇습니다	1
559	이시대의 고전을 써주셔서 감사합니다. 더불어 유발하라리가 유대인이라는 사실이 흥미요소로 다가오더군요^^	1
560	필독서!!!	1
561	유익해요!ㅎㅎ	1
562	유익해요!ㅎㅎ	1
563	좋아요	1
564	인류 역사에 대한 새로운 관점 글도 쉽게 쓰여져있어 술술 읽힙니다	1
565	편하고 좋네요.	1
566	좋아요	1
567	읽을만한 가치가 있는 책입니다.	1
568	유발 하라리의 통찰력에 감탄하며 읽고있어요 인간에 대해 좀더 잘 이해할 수 있게 되었습니다	1
569	유익하기가 이루 말할 수 없다.	1
570	회사 부장님 추천으로 구매했는데 흥미로운 부분이 많아서 잘샀어요	1
571	학생들 졸업 선물로 자주 사게 됩니다.	1
572	책 좋아요	1
573	너무 재밌네요...가독성이 좋아서 분량은 많지만 금방 읽습니다	1
574	좋은 내용 유용하게 잘 봤습니다 ^^	1
575	세계사의 흐름에 대해 거대한 요인들의 굵직한 영향들을 따라 참신한 발상으로 서술했습니다	1
576	잘 읽힙니다. 반문하게 되는 점들도 많지만 그만큼 흥미롭습니다.	1
577	진지하고 흥미있는책	1
578	역사를 한눈에 볼수있게 한다 감탄이 저절로 나옴	1
579	재미있어요 강추요	1
580	이번엔 소장용으로 한번 더 곱씹어 보렵니다	1
581	전에 도서관에서 빌려 봤는데 방대한 분량 때문에 다 읽지 못했었던 터라 이번에 구매했네요. 많은 양에 비해 내용이 흥미로워서 페이지가 잘 넘어가요. 재밌고 좋은 책이에요 :)	1
582	배송 빠르고 재미있게 읽을께요	1
583	좋은책입니다	1
584	신선한 충격	1
585	역사와 현대 세계에 가장 중요한 질문을 던지는 책	1
586	학창시절 배웠던 지식이라고 생각했던 것 들을 깨부수는 반전매력이 있는 책이네요	1
587	이책 그전부터 읽고싶었는데 페이지수에 놀라서 선택하지 못했다가 책프로그램에서 소개되어 꼭보고 싶더라구요. 정독할래요~	1
588	배송 무지 빠르고요... 읽어본 후 후기 남길께요.	1
589	내가 생각했던 인간의 역사관을 송두리째 뒤엎은 위대한 역사서였다. 명성에 뒤지지 않는 양서임에는 틀림없다	1
590	한번쯤은 생각해봐야할 문제들이 있어 좋았습니다	0
591	한번쯤은 생각해봐야할 문제들이 있어 좋았습니다	0
592	좋아요 꼭읽어야할책	1
593	좋은 인문학 챙	1
594	"아직 안읽어보았지만 흥미로울 것 같아요.
미리보기 ㄴㅐ용으로만으로 이미 사로잡힌 책!"	1
595	"먼저 저자의 호모데우스를 읽고나니	 자연스럽게 사피엔스를 찾게 되네요."	1
596	너무 재미있게 읽었어요. 이 인간종은 어떤 미래를 맞이할 것인가	1
597	쉬운 내용은 아니라서 읽기가 어려웠지만 흥미롭게 읽고 있습니다	1
598	잘읽었습니다.	1
599	재밋고 유용해요	1
600	"먼저 저자의 호모데우스를 읽고나니	 자연스럽게 사피엔스를 찾게 되네요."	1
601	너무 재미있게 읽었어요. 이 인간종은 어떤 미래를 맞이할 것인가	1
602	쉬운 내용은 아니라서 읽기가 어려웠지만 흥미롭게 읽고 있습니다	1
603	잘읽었습니다.	1
604	재밋고 유용해요	1
605	인류 역사의 발자취를 따라가 봅니다.	0
606	어렵지만 반복해서 읽으면 부분적으로나마 이해할 수 있겠더라구요 ㅎㅎㅎ	0
607	2장 농업혁명에 대한 내용은 우리의 보편적인 생각을 뒤엎는 아주 기발한 작가의 생각에 재미있게 읽었어요.	1
608	이 책을 읽기 시작하면서 독서노트를 쓰기 시작했을 정도로 저에게는 기발하고 유용하고 재밌는 책이었습니다. 다음에는 호모데우스를 읽어볼까 합니다.	1
609	흥미로워요	1
610	진작에 사서 읽었어야 했는데	1
611	"내용 자체가 어렵긴 하지만	 역사를 새로운 각도에서 볼 수 있어 좋습니다. 워낙 유명한 도서라 아직 안읽으셨다면 추천합니다."	1
612	땅을 파봐야 100원이 나옵니까.	0
613	젛아요~~~~	1
614	기발하고 추천하고 싶은 좋은 책입니다.^^	1
615	좋아요	1
616	흥미진진하고 지식의 호기심을 자극하네요^^	0
617	호모 데우스를 읽고 읽어보고 싶어서 구매했고 읽어봤는데 너무 재밌어요	1
618	좋아요	1
619	"가장 좋아하는 도서로	 선물로 한권 더 샀습니다"	1
620	인간역사를 공부할수 있겠네요 기대됩니다.	1
621	책이 두꺼워서 읽기가 어려웠는데 정독하면서 천천히 읽을거에요 ^^	1
622	너무 유명한 책	1
623	정말 좋은 책 인 것 같습니다. 세계사에도 많은 관심이 생겼어요	1
624	재미있습니다	0
625	좋아요	1
626	대학생 조카에게 선물하고 저도 다시 정독해봅니다.	1
627	방송보고 구입합니다	1
628	"이 시대를 살아가는 사람들의 필독서	 선물하기에 좋은 책."	1
629	정말 좋은 책이네요..^^	1
630	읽기는 힘들지만 꼭 끝까지 읽어야겠다는 의지가 생기는 책입니다.	0
631	좋아요	1
632	꼭 읽어봐야 할 인문서	0
633	책의 명성만큼 인간에 대해서 흥미롭고 다른 관점으로 표현했다 재밌고 인간 본성에 대해서 다시 한 번 되돌아 보게 된다	1
634	인류사를 바라보는 또 하나의 관점	0
635	기대가 됩니다	1
636	기대가 됩니다	1
637	기대되는 책입니다	1
638	기대되는 책입니다.	1
639	새로운시각을 제공하는 책이에요	1
640	가독성이 엄청 좋아요. 재밌고 하라리 입문으로 딱!	1
641	좋아요	1
642	좋아요	1
643	책읽어드립니다에서 자세히 소개되어서 읽어보려합니다 기대됩니다	1
644	재미있게 술술 읽혀요. 인간에 대해 다시한번 생각해볼수 있게 해주는 좋은 책인것 같아요.	1
645	꼭 읽어야할 책	1
646	요즘책방 보고 구매합니다	1
647	좋아요	1
648	책 선물하기 좋아요!!	1
649	총균쇠를 읽고 그다음 사피엔스를 읽었는데 지식의 지평이 시너지 효과로 넓어지는 것 같습니다 잘 읽었습니다	1
650	꼭 읽어야할 책	1
651	요즘책방 보고 구매합니다	1
652	좋아요	1
653	책 선물하기 좋아요!!	1
654	총균쇠를 읽고 그다음 사피엔스를 읽었는데 지식의 지평이 시너지 효과로 넓어지는 것 같습니다 잘 읽었습니다	1
655	어렵지만 정독하고있어요	1
656	좋은 문장이 많아서 읽기 좋아요!! 추천합니다.	0
657	정독하고있어요	1
658	"가장 감명깊게 봤던 책으로	 선물을 위하여 한권 더 구매합니다."	1
659	인문학의 새로운 기점을 생각해주게하는 시간이었습니다	1
660	인류사에 대한 새롭고 참신한 시각	1
661	"유발 하라리는 천재다. 사피엔스	 인간이라는 존재를 다시 생각하게 한다. 대박"	1
662	"""인류""라는 종에 대한 깊은 고찰과 해석으로 문명에 대한 또다른 생각을 가질 수 있게 해주었습니다."	1
663	인간이란 정말 어떤 존재인가에 대해 많이 생각하게 되네요. 이런 상황에서 저렇게 생각을 닫고 자기 합리화를 한다는 것이 무선운 인간의 내면인거 같아요	0
664	최고의 책 인간을 이해하려면 꼭 읽어야한다	1
665	완독하려고 구입했어요~	1
666	생각하게 되는 책입니다	0
667	잘 보겠습니다	1
668	<책 읽어드립니다>..보구 드디어 시작합니다... 세상을 바라보는 새로운 시각..좋네요~	1
669	이해하는데 어려운 문장이 많아 반정도 읽고 못펴고 있어요.	0
670	인간의 변화 과정을 재미있게 풀어놓았음	1
671	"한 번 읽을 때는 정보량이 많아 조금 어렵게 느껴지지만 신선한 충격으로 다 읽게 되었고	 한 번 더 읽으니까 속도가 빨라지면서 핵심내용이 뚜렷하게 느껴집니다."	1
672	추천	1
673	인류 역사에 대한 통찰력을 담은 책이. 인간이라는 종에 대해 다시한번 생각해 볼 수 있어요	1
674	좋아요	1
675	어려운 내용일수 있지만 이렇게 잘 읽힐줄이야	1
676	"인류역사를 대서사시로 기록한 노력이 보이네요.
깊은 성찰할 수 있는 도서로 판단됩니다."	1
677	asdasdasdasdasdsad	1
678	재미있어요	1
679	아.. 재밌네요. 내용도 어렵지 않아요	1
680	한권인데 과대포장 ㅋㅋㅋㅋㅋ 암튼 잘볼게요	1
681	인간의 진화 방향에 대한 유익한 도서 임.	0
682	"인지혁명. 농업혁명. 인류의 통합. 과합혁명 으로 나눠져있어요. 총균쇠에어 영감을 받았다고 하네요 외계인이 봤을땐 지구에 오면 최고 포식자인 인간을 먼저 죽일거란말이 생각납니다. 어찌보면 외계인이 봤을땐 지구를 숨쉬게 하는 나무를 귀하게 여기지	 가장 위협적이고 도움이 되지 않는 인간은 제거 대상이라는거죠.. 인류문명과 과학의 발달은 인간의 욕심과 함께 언제까지 존속할까요.."	1
683	기발하고 재미있는 책이에요	1
684	기존의 상식을 뒤엎는 기발한 혁명	1
685	읽어볼만한 책	1
686	급변하는 시류에 미래를 예지하는게 쉽지 않습니다.	1
687	기발해요!	1
688	잘읽히는 책입니다	1
689	감사합니다 좋은 책	1
690	재미있어요	0
691	좋아요	1
692	방송에서 소개되는거 보고 흥미가 있어 구매하게되었네요 글쓴이의 생각이지만 재미있네요	1
693	벼르다 구입한 책~ 기대이상입니다.	1
694	읽고싶었던 책이에요	1
695	좋아요!	1
696	고개를 끄덕끄덕하게 만드는 기발하고 재미난 책입니다	1
697	인간의 시작과 인간의 끝- 읽고 머리로 느껴보고 싶은 책입니다.	1
698	너무좋아요	1
699	강추합니다	1
700	좋아요!	1
701	고개를 끄덕끄덕하게 만드는 기발하고 재미난 책입니다	1
702	인간의 시작과 인간의 끝- 읽고 머리로 느껴보고 싶은 책입니다.	1
703	너무좋아요	1
704	강추합니다	1
705	유발 하라리의 인간에대한 역사적해석이 재미있는 책입니다~여러번 읽어도 좋은 책입니다~~	1
706	변화하는 시대에 어떻게 대처해야할지 고민하고 되돌아보게 만든다	1
707	좋아요	1
708	인간에 대해 생각하게 되고 그동안 느끼지못하고 있었던 부분들에 대해 다시한번 생각해보게끔 하는 책이네요	1
709	흥미진진한 내용 입니다	1
710	술술잘읽히는책은 아니지만 생각을 많이하게되는 책이예요	1
711	재미있어요!	1
712	인류역사를 다시 보게 해주네요	0
713	정독해요	1
714	이제 나도 읽어보자.	1
715	폭넓은 식견에 감탄하다	1
716	선물용으로 구입했어요	1
717	인문학 첫번째 책으로는 최고의 책인것 같습니다.	1
718	정독해봅니다	1
719	흥미진진해요	1
720	4년전 출간도니 책이지만 여전히 베스트셀러	1
721	좋은책이에여	1
722	인류에 관한 새로운 시각을 제공한 책	1
723	베스트셀러 믿고 사요.	1
724	내용좋아요	1
725	현재 나는 어디에 위치한 사람인지 앞으로 사피엔스는 어찌 변하는지 알 수 있었던 시간이었습니다	1
726	추천합니다	1
727	드디어 읽을수 있는 시간이 생겼네요 기대됩니다	1
728	책이 아주 훌륭합니다^^	1
729	끝까지 읽어봐야겠지만 흥미로운 내용이고 생각보단 잘 읽히네요!	1
730	글이잘읽혀요	1
731	사피엔스의 기록	1
732	나를 찾는 여행	1
733	유명한 책이라 기대됩니다	1
734	유용합니다	1
735	굿굿	1
736	고등학교 필독도서애 포함되어 있어서 종이책까지 삽니다. 생각해볼 거리를 던져주는.책입니다. 바로그림으로 찾아왔는데 밀리언 에디션이라고 해서 표지가 바뀐 줄 알았는데 보유하고 있는 제고에서 내줬나 봅니다. 조금 실앙입니다.	1
737	늦게 읽은 것이 후회됩니다	1
738	꼭 읽어봐야 하는 책이네요	1
739	기대되는 책입니다 시리즈로 구매	1
740	좋아요	1
741	정말 읽고 싶었던 책이네요!	1
742	여러번 읽을 가치가 있는 책	1
743	좋아요	1
744	지구상 존재하는 모든 인류들이 앞으로 어떤방법으로 공존해야할것인가를 지구태생의 역사와 더불어 시대적인 흐름과 진화과정에서의 생존과 공생으로 재미있게 풀어나가는 아주 흥미로운 책이다.	1
745	정독 합니다	1
746	재미있게 읽고 있어요.	1
747	죽음에 대해 진지하게 생각해 볼 계기가 되었다	1
748	좋아요	1
749	신선한 내용입니다 ^^	1
750	정독 합니다	1
751	재미있게 읽고 있어요.	1
752	죽음에 대해 진지하게 생각해 볼 계기가 되었다	1
753	좋아요	1
754	신선한 내용입니다 ^^	1
755	겸손해집니다..꼭 읽어봐야 할 책입니다.	1
756	인간에 대한 고찰을 해봅니다	0
757	서점에서 읽다가 빠져들어 구매했습니다.	1
758	좋아요	1
759	재밌어서 술술 읽혀요	1
760	재미있어요	1
761	최고의 인문학책^^	1
762	"무엇보다 무서운 것은 호모 사피엔스를 능가하는 종이 언젠가는 나타나게 되리라는 점입니다. 지구라는 생태계에서 최상위 자리에 앉아 군림하고 있는 사피엔스가 유전자 조작이라는 어마어마한 진화 도구까지 획득하게 되어 더이상 자연선택을 기다리지도	 그리고 원하는 특성이 나타날때까지도 무수한 반복과 시도가 없어도 된다라는 이점으로 결국은 신의 자리까지 넘보게 되지만 결국엔 이를 능가하는 종이 생겨나 사피엔스의 위치마저 위태해질수 있다라는 생각은 섬뜩하기까지하네요. 전반적인 글의 흐름은 진화론적 입장에서 인간의 사회상들을 해석한 책들을 읽은 사람에겐 낯설지는 않는 내용들이네요."	1
763	일독 할 만한 가치가 있는 책	1
764	좋아요	1
765	인간에 대한 접근이 참신하네요.	1
766	좀 다른 시각에서 접근하는 책이에요 새로운 시각을 경험했어요	1
767	책 좋습니다 완전 강추합니다	1
768	삶은 아무런 의미가 없다	1
769	좋아요	1
770	열심히 읽고 있어요.	1
771	이미 알려진 사실을 씨줄과 날줄로 잘 엮어 동합한 인간 기원에 대한 최고의 걸작!!!	0
772	우리는 어디로 가고 있는가 아니 우리는 어디로 가야 하는가...	1
