id	document	label
342	~~좋아요	1
343	좋았어요	1
344	도서관에서 이미 읽었는데 소장가치가 있어서 샀어요! 두고두고 읽을것같아요	1
345	전주터 궁금했던 책인데 이제야 읽게 되네요 1년동안 베스트셀러 유지했다니 당연히 재미있겠죠? 기대됩니당ㅎ	1
346	재미있다 믿고보는작가!	1
347	녹나무 파수꾼. 백야행 읽고 난 뒤 이 책을 구입했습니다. 기대됩니다.	1
348	이 책은 읽기 시작하면 손에서 놓을 수가 없을 정도로 재미있어요	1
349	이 작가의 책이 재밌어서 제일 유명한 책을 구매했어요 전부터 궁금했는데 이제야 읽게 되네요 책 표지도 이쁘고 내용도 흥미진진해요 잘 읽겠습니다!	1
350	전주터 궁금했던 책인데 이제야 읽게 되네요 1년동안 베스트셀러 유지했다니 당연히 재미있겠죠? 기대됩니당ㅎ	1
351	재미있다 믿고보는작가!	1
352	녹나무 파수꾼. 백야행 읽고 난 뒤 이 책을 구입했습니다. 기대됩니다.	1
353	이 책은 읽기 시작하면 손에서 놓을 수가 없을 정도로 재미있어요	1
354	이 작가의 책이 재밌어서 제일 유명한 책을 구매했어요 전부터 궁금했는데 이제야 읽게 되네요 책 표지도 이쁘고 내용도 흥미진진해요 잘 읽겠습니다!	1
355	"보통 추리/미스터리 소설로 유명한 저자가 이런 가슴 따뜻한 이야기를 ㅠㅠ 판타지적인 요소도 있지만	 그럼에도 가슴을 울리네요 ㅠㅠ"	1
356	굳	1
357	굳	1
358	유익해요	1
359	작가의 또다른 면을 볼 수 있는 소설. 추리소설만 잘 쓰는 줄 알았는데 다방면으로 이야기에 능하다.	0
360	재밌음	1
361	좋아요	1
362	재밋게 잘 읽었어요	1
363	논술샘 추천도서라서 사서 읽는데 재밌어요.	1
364	마음이 포근해지는 소설	1
365	이야기에 푹 빠져서 흥미진진하게 술술 잘 읽어지네요~	0
366	기대와는 좀 다른.. 잔잔하고 가벼운 소설이었어요	0
367	가슴이 훈훈해져요	1
368	생각보다 두껍지만 생각보다 술술 재미있게 읽힘	1
369	아직 다 읽지는 못했지만 따뜻함이 느껴지네요~~	1
370	짱잼있다	1
371	재미있는	1
372	재밌어요	1
373	좋아하는 책이예요. 몇번을 읽어도 재미있어요.	1
374	아들이 잼있다고 하네여 ㅎ	1
375	"아들이 보고싶다고... ""어땠어?"" ""읽을만 했어""라네요"	0
376	막힘없이 술술 읽어나가는 책입니다	1
377	시간가는줄 모르고 재미있게 읽었습니다	1
378	아주좋아요	1
379	선물해준 친구가 보낸 내용을 복사해 올립니다. 책 정말 재밌게 잘 봤어^^ 인내력 없는 나 같은 사람이 앉은자리에서 뚝딱 흡입력 짱이더라!!! 책을 일고 놀란 점 ������ 1.시간과 공간 교차 속에서 인연을 구성지게 엮어낸 작가의 상상력에 한 번 놀라고 2. 그 인연을 따라 인간 본성을 군더더기 없이 그려내며 선한 감동을 주고자 한 작가의 의도에 두 번 놀램 이런 책을 왜 이제야 읽었을까 후회할 정도^^	1
380	지인의 추천으로 책 구입하여 보았습니다. 오랜만에 소설을 읽었는데 잼있게 보았네요	1
381	책이 너무 좋네요.	1
382	재미있어요	1
383	재밌어요 시그널인가 이재훈 나왔던 드라마?가 생각났어요 이책을 모티브로 한건 아니겠죵?ㅋ	1
384	선물로 좋아요	1
385	이 작가님 책은 술술 잘 읽혀서 좋아요	1
386	시간 가는줄 모르게 하는 책입니다 정말 잼 있습니다	1
387	의자에 앉아 다 읽을 때까지 엉덩이를 떼지 못하는 기적을 선사합니다	1
388	읽을수록 다음 내용이 궁금해지는 책이에요 그래서 금방 금방 읽히고 흥미롭네요	1
389	정말 이틀동안 꼼짝않고 재미있게 읽은 책입니다. 살다보면 누군가의 조언을 필요로 할 때가 있는데 저도 이 잡화점을 찾아가고 싶은 때가 많이 있었던 것 같습니다. 결론은 제 안에서 얻어지는 것이지만 기대고 싶은 순간에 찾아갈 수 잇는 그 누군가가 잇었으면 좋겠네요.	1
390	과거와 현재와 미래가 함께 공존한다. 인간의 마음에서 흘러나오는 말은 어떠한 것이라도 무시하면 안된다.	1
391	영화보다 책이 좋네요	1
392	개인적으로 정말 재밌게 봤던 책입니다	1
393	재미있어요	0
394	익히 잘 알고 있고 깊게 남은 인상에 다른 분께도 한 권 선물로 드렸습니다. 매우 좋아하시네요.	1
395	마음이 몽실몽실?해지누 기분좋읁책입니다	1
396	잔잔한 감동	1
397	재미있게 읽고 있어요	1
398	맘을 비우면서 읽어볼만한 책	1
399	재밌네요	1
400	마음이 몽실몽실?해지누 기분좋읁책입니다	1
401	잔잔한 감동	1
402	재미있게 읽고 있어요	1
403	맘을 비우면서 읽어볼만한 책	1
404	재밌네요	1
405	잼있어요~^^	1
406	잘읽혀요	1
407	학교 선생님이 추천해 주셨어요	1
408	재밌게 잘 읽었어요	1
409	훈훈하고 멋진 책이에요 재미있게 읽었어요	1
410	보통입니다	0
411	소설이라는 매개를 통해 인생 지침을 보여주다.	1
412	작가 특유의 감성이 좋아요	1
413	그냥 쓰윽~~ 한번 읽었어요	0
414	세상에는 필요없는 것들은 없다. 그리고 내가 하는 행동은 반드시 누군가에게 영향을 미친다.....여러가지 생각을 하게하는 책입니다. 주위의 소중한 사람에게 추천하고 싶은 책입니다.	1
415	히가시노게이고 짱~~	1
416	좋은 문장이 많아서 읽기 좋아요!! 추천합니다.	1
417	역쉬 재미있네요~~^^	1
418	단편들을 엮은 것처럼 스토리가 길지 않아 잘 읽혔던 것 같습니다. 어릴적 학교앞 문구점이 생각나서 책읽는동안 어렴풋하게 옛추억에 잠길 수도 있어서 개인적으로 기분좋은 책이었습니다.	0
419	선물하기 좋은 책입니다. 주변에 선물해보세요!!!	1
420	정말 기다렸던 책입니다. 기대가 됩니다.	1
421	추천합니다.	1
422	퍼즐조각 맞추듯 넘 재밌어요.	1
423	작가님 책을 처음 읽어봤는데 다른 책들도 읽어보고 싶어졌어요 중간에 끊을 수 없을 정도로 재미있어서 한번에 다 읽었네요	1
424	유명한 베스트셀러	0
425	마음이 치유되는것 같고 따뜻해지는 책..	1
426	좋아요	1
427	책도 영화도 너무 따뜻한 이야기	1
428	잘 읽히는 책이에요	0
429	잘 읽히는 책이에요	0
430	어릴때부터 추리소설을 좋아했는데 히가시노 이분책은 감성자극과 궁금증 유발로 한번 피면 계속 읽게 되네요 신선한 소재에 다시한번 박수치고 갑니다 잘 읽었습니다.	1
431	오랜만에 일본 소설을 읽어본다.	1
432	굿굿 좋아요 대박 좋아요	1
433	여러번 정독하게 만드는 책	1
434	지루하지 않고 재밌게 읽었습니다.	1
435	꼭 읽어 볼만한 책입니다	1
436	아이가 넘 좋아해요	1
437	선물로 구입합니다 ㅎㅎ	1
438	좋아요	1
439	잘 읽혀요 ^^	1
440	재미. 작가가 영화 동감 봤을까?	1
441	왜 베스트 셀러인지 알겠어요 ㅜㅠ	1
442	좋아요	1
443	처음에는 좀 지루하다고 느껴졌습니다. 그러나 점점 내용을 이해하게 되니 기발한 이야기 구성에 푹 빠지게 되네요... 과거랑 현재가 교차해서 좀 헤깔렸는데 잘 읽다보면 그 어떤 책보다 치밀한 구성입니다.	1
444	읽고 싶던 책어었습니다.	0
445	재미있네요	1
446	누구나 가지고 있을 수 있을 고민을 아무것도 가지지 못하고 방황하는 자들을 통해 읽고 해결해 가는 인간적인 이야기	1
447	너무 재미있게 읽어서 친구에게도 선물했어요~^^	1
448	히가시노 게이고 장편소설 중 제가 처음으로 선택한 책이었으나 페이지 수가 무색할 정도로 잘읽히는 책이었습니다. 소설이지만 현재에 빗대어 생각하게 하는 책이었습니다.	1
449	재미있어요	1
450	재미있네요	1
451	누구나 가지고 있을 수 있을 고민을 아무것도 가지지 못하고 방황하는 자들을 통해 읽고 해결해 가는 인간적인 이야기	1
452	너무 재미있게 읽어서 친구에게도 선물했어요~^^	1
453	히가시노 게이고 장편소설 중 제가 처음으로 선택한 책이었으나 페이지 수가 무색할 정도로 잘읽히는 책이었습니다. 소설이지만 현재에 빗대어 생각하게 하는 책이었습니다.	1
454	재미있어요	1
455	작가님을 이 책으로 처음 접해봤는데 다른 추리소설도 읽어보고싶을만큼 정말 재밌게 읽었습니다 ! 소재도 너무 신선하고 흥미진진하게 시간가는줄모르고 읽었어요 !	1
456	하늘 위에서 기도를	1
457	게이고 소설은 말이 필요없죠.. 감동과 반전 두마리 토끼 모두 잡은 소설	1
458	재밌어요^^ 아직 다 못읽었는데 술술 읽힙니다	1
459	마음이 따듯해져요!	1
460	나미야 잡화점의 기억	1
461	나미야 잡화점의 기적을 이야기 하는 것	1
462	잘읽혀요	1
463	마음이 복잡할때 읽으면 편안해지는 책입니다	1
464	재밌어요	1
465	술술 잘 읽혀지네요	1
466	정말 하나하나 다 감동적입니다.	1
467	재밌어요	1
468	정말 막힘없이 술술술 읽힙니다! 재미있어요!	1
469	"너무 좋습니다	 감사합니다~ ^^"	1
470	선물하려고 구매하였습니다.	1
471	현재 열심히 읽고 있습니다. 매우 재미있네요.	1
472	읽고싶엇던책이라 받자마자 술술~~읽는중	1
473	줄줄 읽히는 책	1
474	"너무 좋습니다	 감사합니다~ ^^"	1
475	너무 두꺼운데 재미있어요	1
476	아이가 너무 재밌고 흥미롭다고 빠져드네요	1
477	너무 좋아요. 큰 도움되었어요.	1
478	"새책은 지인에게 선물하고	 저는 또 한번 읽기에 들어갑니다~^^"	1
479	소장합니다	1
480	너무 재미나서 순삭 읽혀졍ᆢㄷ	1
481	너무 재밌어요 아이가 내용이 흥미롭다고 금방 빠져드네요	1
482	너무 재미있게 술술 읽혔어요. 저에게도 좋은일이 생겼으면.	1
483	두꺼워서 걱정했는데 엑시 재미있고 술술 읽혀요^^	1
484	본인만의 감성이 접목되어 다른 의미로 다가온다	1
485	"우연과 필연	 과거와 현재	 현재와 미래
이 모든것의 조화가 좋은 이야기."	1
486	만족합니다. 재미 있습니다.	1
487	"몇권 주문한게 있어서 아직 읽어보진 않았지만 괜찬을것 같아서
주문했어요.나중에 읽어보구 다시 올릴께요."	1
488	재밌어요	1
489	가슴 따뜻해 지는 이야기~	1
490	세상사람 모두는 작고 큰 각자의 고민이 있다. 그 고민을 알아주고 진실되게 답해주는 나미야 할아버지에대해 따뜻함과 지혜로움울 느낄수 있었고 살아야 하는 삶이 어떤것인지 간접적으로 보여주는 것이 감동으로 다가왔다	1
491	심심할 때 순삭 읽힘	1
492	좋아요	1
493	마음 따뜻해지는 훈훈한 소설입니다.	0
494	너무 유명해서 안 읽어볼 수 없는	0
495	완전 좋음 차분하게 생각하며 읽어나갈 수 있어 좋다	1
496	유명하길래 읽어보려고 샀어요	1
497	술술 책장이 잘 넘어가요	1
498	영화를 먼저보고 나만의 생각이 합쳐진 영상	1
499	친구추천으로 구매해요	1
500	완전 좋음 차분하게 생각하며 읽어나갈 수 있어 좋다	1
501	유명하길래 읽어보려고 샀어요	1
502	술술 책장이 잘 넘어가요	1
503	영화를 먼저보고 나만의 생각이 합쳐진 영상	1
504	친구추천으로 구매해요	1
505	좋아요	1
506	항상 얇은책만보다 첨으로 두꺼운책을 도전한건데 너무 술술 잘읽혀요^^ 오랫동안 베스트셀러인 이유가 있네요!	1
507	재밌어요	1
508	좋아요~!	1
509	스토리 완벽	1
510	흥미로운 시작으로 이야기를 풀어나가는 책	1
511	적극 추천합니다~!	1
512	너무 따뜻한 책이예요! 재밌게 잘 읽었어요^^~	1
513	오랬만에 재밋게 읽었습니다.	1
514	너무 재밌는 책	1
515	잘 읽혀요~ 내용도 너무 재미있어용 ㅎ 흥미진진 ㅎ	1
516	아이가 재미있게 읽은 책	1
517	시공간을 넘어 삶의 진실과 행복이 무엇인지 찾게돼는 길잡이	1
518	장난으로 쓴 상담편지도 진지하게 쓰는 할아버지가 정말 인자하시고 대단한 사람인 것 같다	1
519	장난으로 쓴 상담편지도 진지하게 쓰는 할아버지가 정말 인자하시고 대단한 사람인 것 같다	1
520	내용이 궁금해서 자리에서 일어나지을 못하네요~	1
521	재밌네요	1
522	감사합니다 잘구매했네요	1
523	시간 쑨싹 입니다ㅋㅋ 첫페이지를 읽는순간 400페이지가 그냥 금방 읽혀요ㅎ 마음 따뜻해지는 이야기ㅎ	0
524	심심할 때 읽음 시간이 훅지나가는 책	1
525	따뜻한이야기	1
526	딸냄이 읽고 싶다고 해서 구매해준 책이네요 바쁘다는 핑계로 책과 친하게 지내지 못했는데 덕분에 저도 같이 읽고 있네요	0
527	시간도 돈도 아까웠던 책. 뭔가가 있겠지하며 끝까지 읽었으나 절 실망시켰습니다. 번역이라서 감동이 전해지지 않아서 일까요? 왜 인기있는지 모르겠습니다.	0
528	도서관에서 빌려서 읽고... 소장하고 싶어서 구매 했어요. 각각의 상황을 두고 나라면 어쨌을지 아이랑 얘기해 보기에도 좋았어요	1
529	지금 읽고 있는데 재밌네요 ! 좋아요	1
530	기적이네요	1
531	재미있습니다.	1
532	시간가는 줄 모르고 읽었어요	1
533	내용이좋아요	1
534	우연히 알게되어 후기를 찾아보니 평이좋아 구입햇어요 책에 흥미가 별로 없는 편인데도 너무 재밌게 읽고있어요 히가시노게이고의 다른 소설도 읽어보고싶네요	1
535	잘 받았습니다 지인의 추천으로 구매했어요!	1
536	오래동안 인기가 있는 소설이라 궁금했습니다	1
537	"한 번쯤 읽어보고	 주변 사람들에게 추천하거나 선물할만한 책."	1
538	기발한 상상력이 만들어낸 재밌는 소설	0
539	"베스트셀러라서 읽어봤는데	 흥미롭게 읽고 있어요."	1
540	영화를 보신 분들은 꼭 읽어보시길....	1
541	책이 주는 감동이 주는 여운은 오래가네여	1
542	너무 잼있어요~	1
543	너무 재밁고 잘 읽혀요. 이책읽고 작가님 팬이 됐어요!	1
544	워낙유명한작가라는건알고있지만무서운건안보는편이라 이번책은 후기가 좋아서 읽어보았습니다! 근데 정말 술술술 읽히네요^^	1
545	유명한 작가라길래 읽어봤는데 재밌어요.	1
546	작가의 생각을 읽으며 영상보다는 좋았다	1
547	잼있게 잘 읽었어요^^	1
548	잘읽혀요	1
549	재밌게 읽었습니다^^	1
550	유명한 작가라길래 읽어봤는데 재밌어요.	1
551	작가의 생각을 읽으며 영상보다는 좋았다	1
552	잼있게 잘 읽었어요^^	1
553	잘읽혀요	1
554	재밌게 읽었습니다^^	1
555	재밌게 읽었어요	1
556	"가볍게 읽으려고 구매했는데	 생각보다 감동의 여운이 오래 남네요."	1
557	재미있게 읽었습니다	1
558	감동적이구요 잘읽혀요!!!ㅎㅎ	1
559	재미있습니다	1
560	너무 감동	1
561	소소한 자유속에 잼나요	1
562	좋아요	0
563	너무 행복한책으로 기대됩니다	1
564	시간가는줄몰랐네요..	1
565	좋아요	1
566	재미있어요~	1
567	책 읽는 재미를 느끼게 해준 책입니다~ 너무 감동적이에요 몇번이고 다시 읽을 수 있을 것 같아요	1
568	너무 재미있어요	1
569	마음이 따듯해지는 책입니다.	1
570	시간 가는줄 모르고 읽었습니다.	1
571	좋습니다	1
572	잘 읽히는 책. 추리해가며 읽으면 더 재미있다.	1
573	읽을 때도 재밌지만 오히려 다 읽고 사건들이 연결되어서 읽을 때보다 더 재밌는 책으로 기억되는 듯	1
574	읽고나서 사건을 추리해 본다. 꼬리에 꼬리를 무네~~^^ 일단 술술 읽히는 재미난책~~	0
575	인연?	1
576	너무 재밌네여	1
577	영화보다 원작이 더 좋은거같아요~	1
578	영화보다 훨씬 재밌어요	1
579	아무도 살지 않는 오래된 잡화점에서 벌어지는 기묘하고 따뜻한 이야기	1
580	아주좋아요	1
581	아주 좋습니다	1
582	신선한내용이네요	0
583	집중해서 재미있게 읽었습니다	1
584	하루만에 반을 읽을만큼 재밌네요	1
585	좋아요	1
586	너무 좋아요	1
587	재미있어요	0
588	잘 보고 있습니다~:)	0
589	소설책을 오랜만에 읽었는데 빠져들었습니다^^ 영화 한편을 보는 느낌이네요! 아침에 일찍 못일어나는 내가 책 읽고 싶어서 일찍 눈도 떠진 소설입니다!	1
590	정말...감동과 행복의 연속	1
591	전부터 읽어보고 싶던 책!	1
592	너무좋아요. 잘읽고있습니다.	0
593	선물용으로도 좋은거같아요ㅎ	1
594	읽어보고 싶어요	1
595	유익했어요	1
596	읽을수록 점점 빠져듭니다. 기발한 구성이 좋습니다	1
597	좋아요	0
598	재미있게 잘 읽었어요. 감동적이였어요	0
599	재미있습니다.	1
600	유익했어요	1
601	읽을수록 점점 빠져듭니다. 기발한 구성이 좋습니다	1
602	좋아요	0
603	재미있게 잘 읽었어요. 감동적이였어요	0
604	재미있습니다.	1
605	퍼즐맞추듯 재미남	1
606	일본작가의 소설은 처음에는 적응 안되고 힘들더군요. 이책도 생각보다 환타지요소가 있어서 적응이 조금 필요했지만 재밌게 잘있었습니다.	1
607	너무 재밋어요!! 왜 이제서야 봣는지 ㅠㅠ	1
608	잘익히고 한번 읽기 시작하면 한챕터는 빠져들어서 읽게되어요	1
609	술술 잘익히고 재미있어요 :)	1
610	읽을수록 재밌어요	1
611	좋아요	1
612	책은무지 두꺼운데 쉽게읽혀요 재밌어요	0
613	믿고보는 히가시노!	1
614	읽기 쉽고 재밌는 좋은 책~~~	1
615	두꺼운책이지만 부담도 없고 너무 잘읽혀요. 내용도 빠져들게 재밌고 이런책있으면 계속 구매할꺼같애요^_^	1
616	몇번을 읽어도 계속 생각나는 책이에요	1
617	아이가 좋아하는 작가네요.	1
618	마음 따뜻해지고 기분 좋아지는 책이에요. 각 편의 이야기들이 다 연결되어있습니다. 따뜻한 차 한잔 드시면서 읽다보면 금방 읽혀져요. 무조건 읽어보세요. 책 읽기 싫어하시는 분도 잘 읽혀질 책이에요.	1
619	좋아요좋아요	1
620	베스트 셀러는 그 나름의 이유가 있다.	1
621	좋아요~~	1
622	"잘읽혀요~! 소재도 재밌고 아직 끝까지 읽지는 않았지만	 자꾸 읽고 싶어지는 책이네요"	0
623	시간이 정말 잘가는 소설책입니다	0
624	좋아요	0
625	그냥 작가의 상상력이 재밌는 작품	1
626	사놓고 못읽고 읽는데 새해 첫 책으로 결정했어요!	1
627	이 책을 계기로 히가시노게이고 작가의 팬이 되었습니다!!	1
628	잘 읽힙니다	0
629	부모와 자녀가 함께 읽고 공감하는 소설일듯	1
630	꼭 한번읽어보자 했던 책이에요!	1
631	하루만에 다읽힙니다. 적극추천합니다	1
632	술술 잘 읽혀용~	1
633	재미있네요	1
634	재밌게 읽었다고 추천해줘서 구입했는데 선물하기에 좋습니다	1
635	조아요	1
636	정말 좋은책이예요	1
637	따뜻한 인연이야기 과거와 미래로 이어지는...	0
638	인생에 대한 아름다움을 감동과 함께 읽을 수 있고 한 번 읽기 시작하면 끝까지 읽을 수 밖에 없는 책입니다	1
639	전부터 꼭 읽고 싶던 책이였는데 너무 재밌네요~ 잘 읽혀요	1
640	내 마음상태에 따라 비틀즈 노래가 달리 들릴 수 있다. 그래. . 맞는 말이다..	1
641	소문으로만 들은 책이다. 읽자마자 하루만에 읽었어요 진짜 재미있네요. 다양한 삽화가 나와서 지루하지도 않고 비극적 인생을 살아온 사람의 극적 결말을 볼 수 있어서도 좋네요 환광원이라는 보육원을 매개로 이뤄지는 게 재밌고 현실에서도 나미야 잡화점이 있었으면 좋겠네요	1
642	우연히 앞부분만 잠시 읽었는데도 몰익이 잘되어 주문했습니다. 재미있어요~	1
643	히가시노 게이고는 따뜻한 소설도 잘 쓰는구나 라고 느꼈습니다.	1
644	"책이 두꺼워서 언제 읽나 싶었는데 생각보다 엄청 몰입해서 읽었어요. 재밌다고 추천받은 책인데	 역시나네요 ~~"	1
645	미루어 오던 책인데...재밌게 보고 있어요!	1
646	잘받았습니다	1
647	영화로도 책으로도 너무 좋은 이야기	1
648	잘 읽었습니다	1
649	좋아요오오	1
650	미루어 오던 책인데...재밌게 보고 있어요!	1
651	잘받았습니다	1
652	영화로도 책으로도 너무 좋은 이야기	1
653	잘 읽었습니다	1
654	좋아요오오	1
655	하룻밤새 읽었어요. 영화보다 재밌어요.	1
656	잼있게 잘봤습니다ㅎㅎ	1
657	재밌어요	1
658	좋아요	0
659	이제 읽기시작하지만 워낙평이좋은책이라 기대되요^^	1
660	따듯한 책ᆢ 잘읽었습니다~	0
661	심오하지 않고 쉽게 읽을만한책	1
662	아직읽어보진않았지만감동적이다니 기대되네요	0
663	상상하는 재미가 있는책이였어요 재미있네요	1
664	상상력이 풍부한 재밌는 책	1
665	너무 재밌게 잘 읽었어요~	1
666	흥미로운 이야기 전개와 아름다운 결말	1
667	"스토리 복선이 돋보이며	 재미를 위한 소설이 아닌 무언가 성찰하게 되는 내용입니다. 양장본도 맘에 드네요"	1
668	잘읽혀요. 너무 재미있게 봤어요~^^	1
669	유명한 책 이지만 별로 내키지않아서 읽을 생각조차 안 했었는데 한번 읽어보니 알겠네요	1
670	마음이 따뜻해지는 좋은 책이에요	1
671	재미있어요	0
672	책 내용이야 됐고 이 말만은 꼭 해야겠습니다. 교보는 배송이 엄청 느리네요. 책방에 직접 들러서 사도 10번은 더 샀겠네요. 어떻게 아마존 해외배송보다 더 느립니까? 책을 새로 인쇄해서 찍나? 교보는 이제 그만 인녕입니다. 바이 교보!	1
673	재밌어요	1
674	재미있어요	1
675	소재도 좋고 마음이 따뜻해지는 소설	1
676	마음이 편안해지는 책	1
677	과연 대표작이 아닐 수 없습니다	1
678	막힘 없이 읽어지는 책	1
679	감동적이예요	1
680	정말 잘읽혀요	1
681	"참신한 소재	 따듯한 내용!"	1
682	좋은듯 영화와는 또다른	0
683	그의 이야기는 한번 잡으면 손을 놓을 수 없다	1
684	마음이 따뜻해짐. 꼭 읽어보세요. 후회 ㄴㄴ	1
685	명불허전...	1
686	나의 삶의 되돌아보는 기회가 된 책	1
687	기발하고 특별한 발상이며 두껍지만 한순간에 익혀내려가며 주인공들이 서로 엮어지는 이야기에 시간가는줄 모르고 읽은책	1
688	말이 필요없는책이죠.	1
689	너무 재미있게 봤어요ㅎ	1
690	처음에는 몰라서 조금 오싹했지만 차츰 서로의 연관성과 따뜻한 결말에 훈훈했습니다.	1
691	실제로 가까이에 있었으면 좋겠어요. 나미야 잡화점.	1
692	술술넘어가요	1
693	잘 읽겠습니다.	1
694	또 보고 싶은 책.. 작가의 책을 다 찾아보게 만든 책.. 정말정말 영화를 보듯.. 머리속에서 영상을 그리며 잠을 못 자고 읽은 책이다. 그 감동은 해리포터를 읽을 때와 또 다르다. 적극 추천하는 책♡♡♡	1
695	히가시노 게이고 작가님의 책은 항상 흥미롭고 재밌습니다^^	1
696	좋아요ㅠㅠ	1
697	재미있습니다	1
698	오랜만에 읽는 소설인데 이틀만에 재밌게 읽었습니다.	1
699	따뜻해지는 책이였어요~ 한번쯤 읽기 괜찮은듯해요	1
700	히가시노 게이고 작가님의 책은 항상 흥미롭고 재밌습니다^^	1
701	좋아요ㅠㅠ	1
702	재미있습니다	1
703	오랜만에 읽는 소설인데 이틀만에 재밌게 읽었습니다.	1
704	따뜻해지는 책이였어요~ 한번쯤 읽기 괜찮은듯해요	1
705	옴청 힐링되네요	1
706	읽고싶네요	1
707	그냥 앉은 자리에서 다 읽었네요 실망시키지 않습니다 ㅎㅎㅎ	1
708	쉽고 재미있습니다	1
709	깊어가는 가을에 읽기 좋은책 입니다.	1
710	재미있어요	1
711	재미	1
712	정말 재미있어요. 강추	1
713	아이들도 읽어보면 좋은 동화같은 내용.. 나에게도 나미야씨가있었으면	1
714	완전 잘 읽혀요	0
715	최고입니다	1
716	마음이 따뜻해 지는 책이예요 꼭 추천드립니다	1
717	감동도 있고 재미도 있어서 끝까지 재밌게 봤어요	1
718	따뜻한 스토리가 너무 좋았습니다	1
719	오랜만에 빠져들어서 읽었습니다	1
720	따뜻한 마음으로 차분히 읽었습니다. *^^*	1
721	잘읽혀요.가게에 손님들이 읽으면 좋을것같아구매했어요	1
722	추천받아서 구입했어요	0
723	"끝까지 다 읽은 후에 남는 것은 감동	 감탄."	1
724	재밌어요 잘읽혀요	1
725	잘읽을게요~~~	1
726	좋았습니다	1
727	꼭읽고싶었던 책인데 이제서야 구입합니다	1
728	"몇 년 전부터 눈에 띄던 작품이었는데 그간 구매를 망설였었다. 그러다 100만부 특별 기념판을 소장하게 되었고 역시 잘 샀고 잘 읽히고	"	1
729	흡입력 있는 소설	1
730	시간 가는줄 모르고 재미있게 봤습니다.	1
731	재밌어서 술술 읽혀요ㅎ	1
732	잘읽었습니다	1
733	마음을 따뜻하게 해주는 책입니다^^	1
734	책을 넘기는 순간 순간 술술 읽혀요~ 가볍게 보기 좋으면서 감동도 있고 ㅎ 좋네요	1
735	잘읽히고좋아요	1
736	추리소설로 먼저 접한 작가라 다른 이야기는 어떨까 궁금해서 구매하게 되었다. 추리소설에서의 반전과는 다른 작가의 반전(냉철한 추리소설 작가이면에 가슴 따뜻한 소설의 작가)가 있었다^^	1
737	많은 생각이 들게하는 책...	1
738	재밌게 읽었어요	1
739	술술 읽혀요	0
740	감동적으로 잘 읽었습니다.	1
741	책 표지도 너무 맘에 들고 내용도 너무 좋아요	1
742	앉은 자리에서 한번에 다 읽어버렸네요. 정말 참신한 이야기!	1
743	사람들이 많이 추천해서 한번 읽어보고 싶어요	1
744	잘 읽히고 재미있어요^^	0
745	훈훈한 내용 너무 좋아요	1
746	진짜 너무너무 즐겁게 울면서 감동적으로 봤어요ㅎ	1
747	히가시노게이고의 감동 소설입니다	1
748	잘 읽혀요	1
749	재미있습니다	1
750	훈훈한 내용 너무 좋아요	1
751	진짜 너무너무 즐겁게 울면서 감동적으로 봤어요ㅎ	1
752	히가시노게이고의 감동 소설입니다	1
753	잘 읽혀요	1
754	재미있습니다	1
755	좋아요	0
756	감동도 있고 재밌게 읽었어요	0
757	정신없이 읽었어요. 감동 쓰나미	1
758	최고의 소설책	1
759	꼭봐야하는책이에요	1
760	연결성이 좋아요	0
761	훌륭한 책입니다	1
762	반전도 있고 한번 읽으면 끝까지 읽게만드는 마력이 있네요 재미있게 잘봤습니다	1
763	책도 읽고 영화도 보고 마음따뜻해지는 이야기	1
764	분량이 꽤 긴데도 불구하고 꽤 오랜시간 베스트 셀러에 자리하던 작품. 읽다보면 왜 이 책이 베스트셀러인지 저절로 이해 된다.	1
765	여전히 베스트셀러~~!	1
766	마음이 따뜻해지는 동화같은 이야기	1
767	읽고나면 왠지 따뜻해집니다.	1
768	재밌어요~	1
769	영화보고 책을 구매...좋은 내용이라 잘 읽히네요	1
770	마음이 따뜻해지는 책이네요 재밌게 잘읽었습니다.	1
771	오랜 망설임끝에 구매한 책 ~ 소장가치 있어요~	1
772	마음이 따듯해 오는 책...	1
773	우리생활에서 일어날 수 있는 상담을 소설로 풀어낸 책	1
774	재미있어요	1
775	좋아요	1
776	마음이 아파지고 눈물이 난다. 가슴이 따뜻해진다.	1
777	이야기를 풀어가는 관점의 차이와 연결고리 인간의 호기심과 욕망	1
778	"지인들에게 선물로 주는 책이예요! 이책을 보면서 너무많은것을 배워갑니다! 인연	사랑	배려	우연같은 기회! 모든것이 서로의 노력에 의해서 만들어 집니다"	1
779	"처음에 가볍게 읽었습니다만	 시간공간의 과거 현재	 지나쳐 버리고 잊혀진 소중한 기억의 조각처럼 지나온 삶의 소중함을 생각하게 하는 따뜻한 소설입니다."	1
780	책 잘읽혀요	1
781	술술 잘 읽혀요	1
782	너무 재밌어서 순식간에 다읽었어요!	1
783	읽고 난 뒤 이렇게 긴 여운을 남겨준 책도 오랜만이다 남들보다 뒤늦게 읽었는데 오래도록 소장하고 싶은 책 중에 하나가 되었다 지인들에게 선물해도 좋고 가끔씩 다시 읽어 봐도 좋을 깨달음과 감동을 주는 책이다	1
784	하룻밤 시간여행을 다녀온 느낌!	1
785	기발한 작가의 아이디어! 믿고봅니다	1
