id	document	label
308	"책은 너무 좋은데요ㅠㅠ 진짜 교보문고 온라인 주문을 하기 싫어지는 게	 책이 더러워요ㅠㅠ 밑에도 검은 물 자국?이 있어서 물티슈로 닦아내면 책이 주름져요ㅠㅠ 매장에서 깨끗한 책 사고 말지ㅠㅠ 신간은 깨끗한 책오는데 이렇게 몇 년된 책은 그러네요ㅠㅠ 제일 기대한 책인데 교보문고 온라인은 관리상태에 대해 너무 실망입니다!!"	0
309	살면서 꼭 한 번은 읽어봐야 하는 책이라고 생각합니다. 풍요로운 연말이 될 것 같아요. ^^	1
310	필독서라 구매했어요 반복해서 정독하려고요	1
311	엄청 두껍네요.	1
312	너무도 유명한 책. 보급판이 있어 좋네요.	1
313	뭐 평이 필요없는 책이죠	1
314	긴 겨울에 읽을 책으로 주문했어요. 이번 연말은 700페이지 책과 함께~	1
315	천문학에 대한 막연한 이미지가 구체화됩니다.	1
316	오래전에 구입했던 책이 있는데 번역이 어색해서 새로 구입했습니다. 천천히 읽는 중입니다.	1
317	뭐 그냥 말이 필요없는 책	1
318	워낙 유명한책이라 주저없이 주문했어요	1
319	조카선물했는데 매우 좋아허네요	1
320	어렵지만 아이들이 좋아해요	1
321	이제야 시작해보려 합니다. 코스모스	1
322	올해목표	1
323	드디어 읽기 시작합니다 읽어보고 싶었던 책인데 쌓아둔 책부터 읽고 드디어 시작합니다 열심히 정독중인데 잘 읽히네요	1
324	생각을 많이 허게 됩니다.	1
325	좀어려워보이지만...유용할듯	0
326	내가 모르는 세계를 배우는 느낌이 아주 미묘합니다. 100프로 이해 할려고 읽기엔 나의 지식이 부족한것 같네요! 그래도 정독!	1
327	재미있어요 덕분에 천문학에 빠져버렸네요..	1
328	잘 받고 잘 읽고 있습니다 감사합니다	0
329	시간을 길게두고 보는 책~	1
330	"대단한 책인건 누구나 알고		다만 전공분야도 아니고 고등학교에서 물리 지구과학 공부한지도 너무 오래되어 중간중간 이해안가는게 있고	 번역이 약간 자연스럽지 않아 다소 난독이.. 진도가 잘 안나가고 노력이 다소 필요하네요"	1
331	필독서라 꼭 읽어보고 싶었네요 이벤트로 저렴히 사서 좋아요 당일 배송도 편해요^^	1
332	굿굿	0
333	아주 좋아오 필독입니당	1
334	"학창시절 물리학 수업이 다시 떠오르는 전문용어들 결국은 우주 속에 지구	 또 그 지구 속에 우리	 바쁜 일상과 닥쳐 있는 삶 속에 한 번도 생각해보지 못한 우리네 삶의 의미	 지구	 자연	 생태계의 보호를 위한 고민들 내가 지금 누릴 수 있는 자연과 삶과 순간에 대한 감사 개인적인 의견이지만 삶의 여유와 행복의 의미를 새롭게 정의해 볼 수 있는 기회가 되는 책인 듯"	1
335	"한 페이지를 넘기면 넘길수록 1980년대에 쓰여진 책이라고는 믿을 수 없는 놀라움과 기발함	 신선함의 연속이었다. 읽으면서 내가 우주 만물의 먼지같다(?)는 하찮은 감정도 느껴졌지만 칼 세이건인 전하고자 하는 코스모스는 한편으로는 내가 우주 만물의 그 자체다라는 뿌듯함도 안겨주었다."	1
336	잘 읽었습니다	1
337	세상을 넓혀주는 책	1
338	믿고 보는 고전!	1
339	열심히 읽어보려고 다짐해 봅니다	1
340	잘 읽고 있어요	0
341	너무 좋습니다!	1
342	더 이상의 부연 설명이 필요없는 이 시대 최고의 고전 중 하나	1
343	재미있어요	1
344	오랫동안 고민끝에 드뎌 읽기시작ㅎㅎ 끝까지 재밌게 잘 읽을수있기를 바랍니다^^	1
345	평소에 너무 읽고 싶었던 책.. 조금씩 공부하며 읽어야겠어요	1
346	선물하려고 구입했습니다.	1
347	딸아이가 읽고 싶다고 ..졸라서...	1
348	죽기전에 한번쯤 읽어도 좋을책	0
349	기대됩니다	1
350	평소에 너무 읽고 싶었던 책.. 조금씩 공부하며 읽어야겠어요	1
351	선물하려고 구입했습니다.	1
352	딸아이가 읽고 싶다고 ..졸라서...	1
353	죽기전에 한번쯤 읽어도 좋을책	0
354	기대됩니다	1
355	워낙 유명한책. 책 두께에 두려워 말고 스타트~	1
356	중간중간 지식적인 부분이 어렵긴 했지만 전체적으로 흐름은 잘 읽히는 과학교양서~	0
357	필독서인데 이제서야 읽어봅니다. 기대됩니다.	1
358	좋아요.	1
359	두꺼운 책이지만 너무 재밌어서 페이지수가 모자라게 느껴져요	1
360	좋아요.	1
361	애가 읽고 싶다해서 주문했네요. 유명한책이라 저도 읽어봐야겠어요.	1
362	명작이라 구매했어오ㅡ	1
363	과학을 좋아하는 사람은 꼭 읽어야하는 착	1
364	알고 싶고 궁금했던 이야기를 알게 됩니다	1
365	정말 이 책은 인생을 살아갈 사람이라면 꼭 읽어봐야하는 책입니다... 평소에 비즈니스분야 책만 주구창창 읽다가 이걸 읽으니 뭔가 묘하네요...	1
366	유시민작가님이 추천한 책! 과연 그럴만 함	1
367	우주에 관심이 많아서 구매 했는데 잘 읽을게요.	1
368	칼세이건 덕분에 인터스텔라같은 영화도 가능했던것 같네요 강추하는 소장서입니다	1
369	좋아요	1
370	이런 책을 이제 읽다니	1
371	아주 좋아요... good입니다...^^	1
372	아이가 읽어보고 싶어했던 책	1
373	시간이 필요	1
374	책 받고 언제 다 읽지 했는데 읽다보니 금방이네요~	1
375	우주 물리 생물 역사 심리 사회의 이해는 교양이다.	1
376	읽어보고싶었던 책이에요 기대됩니다	1
377	잼있어요.	1
378	굳	1
379	오래전부터 꼭 읽어보고 싶었던 책을 드디어 구매했어요!! 너무나 기대됩니다!!	1
380	기대된는책	1
381	잘 읽었습니다.	1
382	꼭 완독하겠습니다!	1
383	꼭 읽어보고 싶은 필독서 추천 합니다	1
384	고전은 고전이다 잘 읽겠습니다	1
385	읽기 쉽고 재밌어요.	1
386	내용이 어렵긴 하지만 유익한 내용들이 많아 좋습니다.	0
387	학교 추천책으로 구입했어요. 추천드립니다.	1
388	잘 읽었어요 신기합니다.	1
389	설민석 강사님 강의 듣고 바로 구매하게 됐습니다. 너무 기대돼요!!	1
390	좋아요	1
391	"유시민 작가님의 추천도서 목록에 있어서 구매한 책인데	 우주에대한 질서와 인류의 진화론에 대한 내용이 아주 유익하고 흥미를 끄는 책이네요. 다큐로 방영도 된 내용이라 다큐도 보고 책도읽고. 다큐로 영상을 보고나서 책으로 읽으면 생상이 잘됩니다 ㅎ 이세상의 작은일도 우연이 아닌 법칙에 의해 일어나고 있다는 것에 놀라고 나의 무지함에 다시 한번 놀라고. 두꺼워도 아주 유용한 내용입니다."	1
392	책 상태 좋습니다.	1
393	매우 유익한 책입니다. 추천해요.	1
394	좋아요	1
395	소장가ㅣ있는 책이죠	1
396	영화 인터스텔라 보고나서 읽고있는데 정말 재밌습니다	1
397	학교추천책으로 구매했어요	1
398	읽는중입니다!	0
399	재미있고 유익하고 잘 읽혀요	1
400	소장가ㅣ있는 책이죠	1
401	영화 인터스텔라 보고나서 읽고있는데 정말 재밌습니다	1
402	학교추천책으로 구매했어요	1
403	읽는중입니다!	0
404	재미있고 유익하고 잘 읽혀요	1
405	우리 인류에게 주는 메시지가 확실한 책입니다. 역시 인정받는 고전은 메시지가 강렬합니다	1
406	과학에 충실한 과학 이야기를 담은 책.	1
407	어릴적 집에 있던 책인데 그땐 우주사진만 보고 좋아했어요 이제야 정독합니다	1
408	"책읽어드립니다 방송 보고 주문했는데	 아주 재밌습니다."	1
409	책 내용이 좋아요~	1
410	중2 아들이 읽고있어요. 우주에 간 느낌이라네요.	1
411	중2 아들이 읽고있어요. 우주에 간 느낌이라네요~	1
412	"총균쇠	 지리의 힘 읽고 이어 읽으려고 구입했습니다! 같이 보면 더 좋을것 같아요"	1
413	기본중의 기본서 우주 탐험하기	1
414	최고입니다..	1
415	좋아요 잘읽고있어요	1
416	과학에 대해서 더 많이 알아갈 수 있게 되는 책입니다	1
417	무한하고 신비한 우주를 여행하는 경험하게 해주는 책	0
418	좋아요!	1
419	오랜 고전은 다 이유가	1
420	과학에 관심있는사람이라면 봐야 할 책!	1
421	아이 읽히려고 주문했으나 남편이 먼저 읽어버리네요	1
422	정말로 기대가 되는 작품입니다.	1
423	몇번이고 읽어도 좋은 책.	1
424	좋아요	0
425	사색	1
426	원래 우주소재에 많이 끌리는 편이지만 이처럼 우주에관해 자세하게 나와있는 도서입니다~	1
427	제가 읽고 감명받아 동생에게 선물한 책입니다	1
428	자연우주와 인간에 대해 알수 있었다	0
429	우주에 대해 알아보는 시간	1
430	사랑한다면 칼 세이건처럼	1
431	집에 한권쯤 소장할만하다	1
432	과학에 관한 책이지만 읽기 좋다	0
433	과학에 관심 많은분이라면 읽어보세요	1
434	아직 읽지는 않았지만 너무 기대 됩니다.	1
435	'우리는 과연 누구란 말인가?'	1
436	넘 어렵	0
437	최고의 과학도서 명전	1
438	우주에 가보고 싶어요	1
439	"과학 싫어하는데	 이 책을 읽고 극복해보고 싶어 샀어요"	1
440	코스모스 처음 만나는데 멋있네요 여러번 읽어야 한다길래 유명하기도 해서 샀어요	1
441	책이 두꺼워서 부담스럽다 느꼈는데 내용이 술술 잘 읽히고 흥미로워요	1
442	두 구간 정도 컬러사진이고 나머지는 흑백입니다 종이는 보급판 답네요 가격 생각하면 충분합니다	1
443	"가성비 굿	 소장각"	1
444	너무 재밌어요	1
445	코스모스에 관한 책	1
446	평소에 지구과학 우주쪽에 관심이좀 있었는데 거기에 관련된 책이라 좋아요 ㅎㅎ 워낙유명한책이라 필독서중 하나라 구매했어요!! 잘 읽겠습니다~	1
447	너무 재밌게 읽은 책이라 동생에게 선물하려 한권 더 구입했어요 동생도 재밌게 읽고 있습니다	1
448	책이 두껍고 제게는 생소한분야라 어렵지만 우주에 대해 알아가는 재미가 있습니다	0
449	좋아요	1
450	코스모스에 관한 책	1
451	평소에 지구과학 우주쪽에 관심이좀 있었는데 거기에 관련된 책이라 좋아요 ㅎㅎ 워낙유명한책이라 필독서중 하나라 구매했어요!! 잘 읽겠습니다~	1
452	너무 재밌게 읽은 책이라 동생에게 선물하려 한권 더 구입했어요 동생도 재밌게 읽고 있습니다	1
453	책이 두껍고 제게는 생소한분야라 어렵지만 우주에 대해 알아가는 재미가 있습니다	0
454	좋아요	1
455	잘 읽겠습니다.	1
456	코스모스 정독하려고 하는데 양장판은 부담되어서 일단 보급판으로 구매했습니다	1
457	"천문학이란 타이틀을 가진 책이지만 과학을 이해하고 대하는 태도	 인문학 및 심리학의 기저도 속속들이 자극을 하는 이성과 감성의 적절히 조화된 훌륭한 책."	1
458	책하나로 우주여행을?	1
459	"아직읽어보지 않았는데	 좋아보여요? 이거 읽고 천체물리학자의 꿈을 꿀 수도.."	0
460	좋은 책 감사합니다	1
461	아직 안 읽어봤지만 기대가 됩니다	1
462	우주의 일부분인 인류가 한번은 읽어봐야 할 책	1
463	두꺼운 책이지만 아들이 열심히 읽고 있습니다 설샘을 좋아하더나ㆍㆍㅎㅎㅎ 과학의 필독서라면서ㆍㆍ^^	1
464	촣아요	0
465	많은 사람들이 이 책을 읽었으면 좋겠어요 받자마자 읽기 시작했는데 어렵지않게 읽어져요 철학과 과학을 동시에 하게하는 책인듯	1
466	과학에 대한 관심이 있다면 꼭 권하고 싶은책 입니다. 처음 시작이 너무 두꺼워서 책읽어 드립니다의 해설을 듣고 읽어 가기 시작했습니다. 보급판이지만 하드커버만 아니지 책은 좋습니다. 저도 한번읽고 다시 또 세세히 읽고 있습니다.	1
467	.	1
468	최고의 책	1
469	고전의 클라스. 이 세계를 이해하기 위한 또 하나의 질서 지침서.	1
470	시작하고 있어요	1
471	좋아요	1
472	보급판이라 그냥 별기대안했는데 좋네요	1
473	잘봤습니다	1
474	어려운 내용인데..도전~~	1
475	우주에 대한 아름다운 서사시	1
476	우주에 대한 서사시	1
477	최고의 과학 교양 도서	1
478	지금 읽어도 유익한 책	1
479	문득 다시 정독하고 싶은 책이라서 구매했어요.	1
480	우주 말고도 상식에 대해서 폭넓게 알수있음 작가는 천재였어	1
481	아직 읽진 않았지만 기대되요ㅎㅎ	1
482	정말 좋은책 추천합니다	1
483	내용은 어렵지만 끝까지 읽어보려 합니다	1
484	"칼 세이건과 같은 생각을 갖고 시대를 살아간다면 어떨까요?
지식과 겸손까지 갖출수있을거라 생각합니다
꼭 한번 읽어보시기 바랍니다"	1
485	우주의 신비를 느끼게 하네요	0
486	good~!	1
487	옛날부터 읽고 싶던 책을 이제야 구매했네요.	1
488	신랑선물이요 아직 못읽었어요	0
489	광대한우주가궁금해구입하게되었는데우주와역사를동시에알게되어흥미롭습니다.책을놓을수없게만드네요	1
490	재미있어요	1
491	우주에 관심있다면 읽어봐야할 책.	1
492	재밌어요	1
493	아직 책많이사서못봤네요 훑어보기는했는데 흥미로워요	1
494	공부하는 재미가 있습니다	1
495	책의 잉크냄새인지 머리가 띵하네요 방에서 냄새가 ㅠ 오래갈듯. 가격을 올려도 냄새 안나게 만들면 좋을듯	1
496	너무좋아요	1
497	좋아	1
498	천천히 정독중. 좋은책입니다	1
499	책 구매전 ‘책읽어드립니다’프로그램에서 다뤄주셔서 친숙한 느낌으로 구매하였네요 좀더 확트인 상상력을 발휘해보렵니다	1
500	책의 잉크냄새인지 머리가 띵하네요 방에서 냄새가 ㅠ 오래갈듯. 가격을 올려도 냄새 안나게 만들면 좋을듯	1
501	너무좋아요	1
502	좋아	1
503	천천히 정독중. 좋은책입니다	1
504	책 구매전 ‘책읽어드립니다’프로그램에서 다뤄주셔서 친숙한 느낌으로 구매하였네요 좀더 확트인 상상력을 발휘해보렵니다	1
505	좋아요.	1
506	광활한 우주의 아름다움.	1
507	정말 너무 유익하고 우주박사가 되기 위한 필독서에오!	1
508	천천히 여러번 읽어요	0
509	좋아요	0
510	시간이 지나고 다시 한번 읽어야겠어요	0
511	이책은 두께때문에 망설여졌지만 소장가치의 책이다.책읽어드립니다를 통해 먼저 접하고 1장 부터 13장까지 차례로 읽어 내려가는중 중고등 독서 토론에도 좋은책이다. 피타고라스가 말한 이 코스모스 정말 멋진 이름 아닐까 생각한다.	1
512	좋아하는 책	1
513	초등학생이 읽기에는 무리가 있어보이나 유용한책이네요	1
514	굿	1
515	고등 아들 필독서	1
516	재밌어요	1
517	술술 읽힙니다. 보급판 사소나니 원래 책을 살까 고민중입니다	1
518	재미있게 읽을수 있어요.	1
519	칼쎄이거네 카쓰마쓰	1
520	아이가 읽어보고 싶다해서 구매했습니다. 궁금한게 너무 많아서 정독하고 있습니다	1
521	좋네요	1
522	오 두께엔 거부감이드나 생각보다 잘 읽혀욯ㅎ	1
523	아직 읽기 전 기대됩니다	1
524	좋은 책	1
525	좋아요	1
526	감동적인 책이다	1
527	재미있게 잘 읽힙니다.	1
528	읽고싶었던 책입니다.	1
529	가벼운 페이퍼 버젼이어서 부담감이 조금 줄었어요. 흥미로운 우주의 세계	0
530	구뜨	1
531	집중해야해요	0
532	읽고싶었던 책이었어요	0
533	보급판이라 인쇄가 옅은 부분이 몇 군데 있었지만 신경 쓰이는 정돈 아니였다	0
534	다음 페이지 기대하며 읽어가고 있습니다.	1
535	정말 훌륭한 책입니다	1
536	엄청 두꺼워요 재밌을거 같아요	0
537	우주와 인류에 관한 이모저모를 몇 가지 주제로 세분화하여 정리한 명서. 두껍다.	1
538	어려운 책인줄 알았는데 아직 초반이지만 읽어보니 잘 읽히고 흥미로우며 집중해서 읽을 땐 우주의 세계에 빠진 것 같은 느낌이에요. 꼭 완독할 예정입니다.	1
539	좋아요.	1
540	책의 두께에 놀라고 내용에 더 놀라는 책	1
541	과학을 빌어 삶을 통찰할수있는 시간을 만들다	1
542	아주 잘읽고있어요.	1
543	좋아요	1
544	천천히 정독중입니다 ^^	1
545	과학소설?잘 안읽히지만 다시 도전해봅니다	1
546	좋아요.	1
547	두꺼운데 아이가 잘 읽네요	1
548	설렞니다.	1
549	잘읽히는책을쓰는것이작가로서는멋진일	1
550	과학소설?잘 안읽히지만 다시 도전해봅니다	1
551	좋아요.	1
552	두꺼운데 아이가 잘 읽네요	1
553	설렞니다.	1
554	잘읽히는책을쓰는것이작가로서는멋진일	1
555	만족합니다	1
556	좀 어렵지만 열심히 읽어보겠습니다!	1
557	서점에 가면 항상 살까 말까 망설이게 되는 책... 과연 내가 이 책을 읽을것인가.. ? 몇년동안 망설아기만 하다가 책소개 프로그램에서 보고 질렀어요. 언젠가 꼭 읽으려구요.	1
558	잠자기전 읽으면 정말 잠이 쏟아지네요ㅎ 낮에는 읽을시간이 없어 밤에 읽게되는데.. 진도가 안나갑니다ㅠ	0
559	좋아요	0
560	자연봐 인류 문명에 대한 뛰어난 감탄	1
561	"몇년 전부터 벼르고 있었는데	 요즘 시간이나서 구입해 읽어보았습니다. 그저 칼세이건의 팬이 된거 같습니다."	1
562	남편이 추천해준 책이에요. 아이들도 칼세이건 다큐를 찾아보네요	1
563	좋아요!	1
564	우주속의 나 빅인사이트를 제공합니다	1
565	"우주	 지구	 나에 대한 명쾌한 도서입니다"	1
566	어려울지 알았는데 너무 재밌게 읽었어요	1
567	좋아요좋아요좋아요좋아요좋아요	1
568	명작답게 책이 좋네요	1
569	거대한 우주속에서 나는 먼지보다 작지만 오히려 제 자신이 더 특별하고 귀하다는 생각이 들게 하네요 책의 내용이 웅장하고 장엄하게 느껴집니다	1
570	책을 보는데 모르는 단어가 나올때마다 검색하면서 보니 시간은 오래 걸리지만 그래서 그런지 여운이 많이 남네요~ 질서있는 이 커다릴 우주를 접하니 시야가 확실히 넓어지네요~	1
571	최고의 책입니다. 필독서입니다.	1
572	최고예요!	1
573	우두를 이해하는 첫걸음	1
574	꼭 읽어보세요	1
575	꼭 읽어보세요	1
576	흥미로운 책이에요. 진작 읽어볼 걸 그랬어요.	1
577	내용 좋아요	1
578	뭐라 더 쓸 말이 있겠습니다. 칼세이건의 대표적인 저서이자 천문학의 기본서 코스모스.	1
579	"꼭 읽어봐야한다고 추천 받아서 구매했는데요	 조금씩 한장 한장 읽게되는 매력이 있습니다. 정독해서 끝까지 읽고 싶어요~"	1
580	지금까지 읽지 않았던게 후회되여ㅜㅜ	0
581	오랜만에 음미해 보렵니다	1
582	고3아들읽히려고 구매했어요 어렵다고 하면서도 열심히 읽고있어요	1
583	과학과 철학에 대한 내용이 있어서 매우 유익합니다.	1
584	저한테는 조금 어렵지만 꾸준히 읽다보면 좋아질 것 같습니다.	1
585	재밌어요	1
586	좋아요.	1
587	우주에 흥미를 돋우는 책 최고	1
588	정말 유용한 책이에요	1
589	재미있어요	1
590	시야를 넓혀주는 책	1
591	"분자생물학부터 천체물리학을 아우르고	 자칫 남의 일 같은 우주를 우리의 관념과 존재로 연결시켜주는 책. 심지어 철학적 사유를 내재화시켜주는 과학계열의 고전 중 고전. 이공계 전공자는 비교적 쉽게 이해하고 넘길 수 있으나 그렇지 않으면 많은 다짐이 필요할 듯"	1
592	아직 어리지만 아들과 읽으려고 샀는데 아들이 먼저 몇페이지 읽더니 재미 있을것 같다고 하네요~~기대됩니다	1
593	너무좋아요	1
594	어렵지만 열심히 보겠습니다	0
595	감동이에요	1
596	좋습니다. ^^	1
597	코스모스를 통해 철학을 읽다.	1
598	인간의 본질을 철학이 아닌 과학적으로 다루고 있습니다.	1
599	예전부터 사야지사야지했다가 티비에 나온거보고 맘먹고 구입했네요.. 아직 초반이지만 정독해보려합니다~	1
600	감동이에요	1
601	좋습니다. ^^	1
602	코스모스를 통해 철학을 읽다.	1
603	인간의 본질을 철학이 아닌 과학적으로 다루고 있습니다.	1
604	예전부터 사야지사야지했다가 티비에 나온거보고 맘먹고 구입했네요.. 아직 초반이지만 정독해보려합니다~	1
605	잘 읽히고 재밌어요	1
606	잘 읽어보겠습니다.	0
607	잘 읽어보겠습니다.	0
608	아들이 베개냐며 두께에 놀라네요ㅋㅋ엄마부터 정독하려고 구입했습니다. 일단 그 방대한 분량에 기죽기는 하지만 하루에 100페이지씩 읽음 일주일이면 되겠네요.	1
609	과학 필독서 1위한 이유를 알 것 같습니다	1
610	좋아요.	1
611	지구를 넘어 우주로. 내 생각을 넖혀보고싶다.	1
612	누구나읽어야할책	1
613	책은 너무 좋은데 안 쪽에 찢어진 부분이 있어서 아쉽네요	0
614	우주의 탄생과 변천과정을 날카롭게 파헤친 업적을 기록한 훌륭한 저서임	0
615	최근의 경제상황을 설명할 수 있는 연구 결과라 생각됨.	1
616	끝까지 정독해보려구요...	1
617	아직 읽기 전이라 말씀을 못 드려요^^	1
618	기대됩니다	0
619	평생두고봐야할책	1
620	칼 세이건이 펼쳐 보이는 대우주의 신비	1
621	어렵고 멀기만한 과학을 겁도없이 읽기 시작한 이 두꺼운 책이 흥미를 일으키게 만들었다	1
622	보급판이 나와서 좋아요	1
623	인생의 한번쯤은 꼭 읽어봐야할 책입니다. 아주 유용합니다.	0
624	좋아요	0
625	재밌어요~~^^저번부터읽고싶은책	0
626	많이 두꺼워서 내가 읽을수있을까 싶었는데 생각보다 술술 잘읽히고 기발한 생각들이 많아 정말로 재미있어요 ㅎㅎㅎ	1
627	세밀하게 정독중입니다. 학교다닐때 과학공부좀 열심히할껄...	1
628	페이지가 엄청 나지만 정독할 가치가 있다고 여겨집니다.^^	1
629	"좀 어렵지만	 상상밖의 세상을 맛볼수 있는 기회가 되었어요."	0
630	필독서라서 샀어요	1
631	가슴뛰네요	1
632	코스모스의 비밀을 밝히기 위한 인류의 위대한 도전의 역사가 잘 정리되어 있다. 현재 기준으로 그리고 평소 우주에 관심이 많은 사람들 입장으로는 유트브나 인터넷에서 취할 수 있는 내용이 대부분이라 조금 실망스러울 수도 있다. 그리고 인류의 우주주 개척의 당위성에 대해 너무 이상적이고 감성적으로 접근하고 있다. 유렵의 신대륙의 발견/개척과 제국주의 시대의 역사가 금과 원자재 및 소비시장을 얻기 위함이였음을 상기시켜보면 우주개척을 통해 자본가와 기업에게 경제적 실익을 줄 수 있다는 Vision을 제시해 줬다면 더욱 좋았을 것이다.	0
633	굿	1
634	이 책을 들고 무인도에 가고 싶다	1
635	교보문고 배송 너무 느려요	0
636	기대되는책입니다.	1
637	찬찬히 꼭 완독하리라	1
638	이 심오한 우주를 이해하는 첫걸음	1
639	참 오래되었지만 다시 읽어보려고 구입했습니다. 어릴 때 읽을 때와 또 다른 느낌이네요.	1
640	평생 소장할 단 하나의 책	1
641	잘 읽고 있어요	1
642	"우주의 한 끄트머리에서	 나를 생각합니다."	1
643	우리를 우주로 안내해줄 단 하나의 책.	1
644	정말 좋아요	1
645	정말. 책장을 넘기면서 빠져드네요.광활한 우주에 빠지는 느낌입니다.중학생아이도 곧잘읽어요.두껍긴합니다	1
646	과학분야책이라 어려울줄 알았는데 술술 읽히네요 유용합니다	1
647	친구한테 선물했는데 너무좋아하네요.	1
648	정말 재밌고 알차고 절대 잊지못할 책입니다.	1
649	나쁘지않습니다	1
650	정말. 책장을 넘기면서 빠져드네요.광활한 우주에 빠지는 느낌입니다.중학생아이도 곧잘읽어요.두껍긴합니다	1
651	과학분야책이라 어려울줄 알았는데 술술 읽히네요 유용합니다	1
652	친구한테 선물했는데 너무좋아하네요.	1
653	정말 재밌고 알차고 절대 잊지못할 책입니다.	1
654	나쁘지않습니다	1
655	10번은 읽어야 제대로 이해가 될 것 같다.	1
656	단지 과학책이 아니라 인생책 같습니다	1
657	재밌어요	1
658	생각보다 잘 읽히고 재미있네요.	1
659	조아용	1
660	우주에 대한 이해	0
661	아직 읽지 못했어요... 차분한 마음으로 정독하겠습니다!!	1
662	하늘을 보면 생각나는 이 시대의 명저	1
663	우주에 관심이 많아진 지금 이책이 저에게 많은걸 알려주고 흥미를 더욱 생기게하네요 ㅎㅎ	1
664	아이가 사달라고해서 사줌 잘안읽음	1
665	책은 훌륭한데 페이지가 잘 안넘어가네요^^;;	1
666	몇 번이고 읽어봐야 할 것 같아요	1
667	기대됩니다~	1
668	책 너무 좋습니다 강추	1
669	고1 아들이 읽으려고 주문했어요	0
670	수시로 찾아볼 책	1
671	내용도 좋고 책상태도 좋습니다	0
672	책이 좋습니다.	1
673	좋아요	1
674	선물로 구매했어요 좋아합니다	1
675	기대됩니다	1
676	한권쯤 사서 읽어보시면 좋습니다	0
677	과학책 읽기 힘든사람이라도 쉽게 이해할 수 있는 책	1
678	어려워요 그래도 정독해봅니다	0
679	베스트셀러 다운 내용	1
680	무인도에나가야 읽을 것 같은	0
681	재미있어요 ㅎㅎㅎ	1
682	추천해요.	1
683	좋아요	1
684	내용도마음에들고배송도빨라요	1
685	우주. 코스모스 인간	1
686	과학을 문학처럼 쓴 에세이	1
687	"배송 빠르고 책 상태 좋습니다. 배급판이 뭐지? 하며 배송시켰는데	 기존의 커다란 양장본과 달리 보통 소설?류 도서 처럼 딱딱하지 않은 매끄러운 표지를 가진 적당한 크기의 도서입니다. 책 자체가 굵어 갖고 다니기 쉽지 않지만 이전에 읽었던 커다란 양장보단 훨씬 낫습니다. 소유하고 있다는 자체로 뿌듯하지만 더 큰 유익을 위해 정독하고자 합니다. 감사합니다"	1
688	항상 잘 이용하고 있습니다 배송 빨라요	1
689	어려운 내용일것 같지만 재미있을 것같아요	1
690	몇번이고 다시 읽을책입니다	1
691	도움이 되는 책	1
692	지인의 소개로 접하게 되었는데 점점 빠져들게됨	1
693	열심히 읽어보겠습니다.	1
694	기대됩니다	1
695	죽기전 꼭 한번은 읽어야 할 책	1
696	신비의 세계가 내 마음속 깊은 곳까지 찾아야 한없는 상상의 나래를 펼쳐 봅니다.	1
697	고등학생들에게 꼭 권하고 싶은 책입니다	1
698	아주 좋은 바이블입니다. 문장도 잘 읽히고요 너무 좋아여	1
699	어려워요 그래도 정독 해봅니다	0
700	죽기전 꼭 한번은 읽어야 할 책	1
701	신비의 세계가 내 마음속 깊은 곳까지 찾아야 한없는 상상의 나래를 펼쳐 봅니다.	1
702	고등학생들에게 꼭 권하고 싶은 책입니다	1
703	아주 좋은 바이블입니다. 문장도 잘 읽히고요 너무 좋아여	1
704	어려워요 그래도 정독 해봅니다	0
705	좋아요.	1
706	7-80년대 치열한 냉전의 분위기에서 핵전쟁의 위협을 걱정하시는 저자의 불안감을 엿보았다는 정도만 살짝 들추어봅니다. 우주의 티끌도 안되는 지구행성에서 두 극단세력의 말도 안되는 싸움이 너무나 부질없다는 철학적 메세지가 인상깊었습니다.	1
707	보고싶던 책이라 반가윘습니다	0
708	읽고 싶었던 책~	1
709	아들을 위해 구매했어요	1
710	재미있게 읽었어요.	1
711	꼭한번은 읽어볼만한 책입니다	1
712	좋아서 선물로 또 구매한 코스모스	0
713	코스모스에 관한 책	1
714	티비를 보다가 구입. 칸세이건의 이론을 내가 받아들이기에는 넘흐 짧은 내지식	1
715	여러번 읽어보고싶은 책	1
716	"“광대한 우주	 그리고 무한한 시간. 이 속에서 같은 행성	 같은 시대를 함께 살아가는 것을 기뻐하면서.”"	1
717	좋아요.	1
718	좋아요.	1
719	좋어요.	1
720	투병중에 집필하셨다는게 믿기지 않아 호기심에 구입했습니다. 어쩌면 인간의 본질에 다가가기 위해 필요한 책일지도 모르겠다는 생각이드네요. 정독하며 끝까지 읽어야겠다는 다짐을.	1
721	우주의 비밀을 탐구하긔	1
722	하드커버 아니어도 좋넹ㅛ	1
723	유익한 책이네요	1
724	천천히 정독을 할꺼에요	1
725	우주 좋아요	1
726	TV로 과학 다큐멘터리 보는 것 같이 흥미진진하고 재밌게 읽혀짐!	1
727	재밋네요	1
728	2020년 2월까지 완독을 목표로	1
729	역시 믿고 읽을만한 책입니다 추천합니다	1
730	기대됩니다!!!	1
731	어렵지만 그래도 한번은 읽어 봐야하는 책인거 같아요	1
732	보급판이지만 종이질도 좋네요. 꼭 읽어보고싶었던 책이에요. 두께가 어마어마한만큼 도전정신이 필요힙니다.	1
733	이 세상의 신비로움에 경이를 .. 멋진 착입니다.	1
734	좋어요	1
735	꼭 읽어보고 싶었던 책입니다^	1
736	도전입니다.^^	1
